,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Waits River Valley USD #36 (District),,,,Waits River Valley USD #36 (School), , ,,,20,27,22,27,27,,,,28,27, ,38,,,42,, , ,, , , , , ,258
,,,,,,Orange North SU,Orange,,,,Orange Center School, , ,,,14,9,13,8,13,,,,8,9, ,10,,,12,, , ,, , , , , ,96
,,,,,,,Washington,,,,Washington Village School,8,6,,, ,7,8,7,4,,,,4,5, ,10,,,9,, , ,, , , , , ,68
,,,,,,,Williamstown,,,,Williamstown Elementary School,20, ,,,45,35,48,42,48,,,,31, , , ,,, ,, , ,, , , , , ,269
,,,,,,,,,,,Williamstown Middle/High School, , ,,, , , , , ,,,, ,40, ,40,,,50,,47,52,,44,41, , , ,314
,,,,,,Orange Southwest SU,Braintree,,,,Braintree School, ,10,,, ,17,11,20,12,,,,21,12, , ,,, ,, , ,, , , , , ,103
,,,,,,,Brookfield,,,,Brookfield School, ,17,,, ,13,11,11,27,,,,16,11, , ,,, ,, , ,, , , , , ,106
,,,,,,,Orange Southwest SU,,,,Orange Southwest SU,7, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,7
,,,,,,,Randolph,,,,Randolph Elementary School, ,45,,, ,49,40,51,49,,,,54,53, , ,,, ,, , ,, , , , , ,341
,,,,,,,Randolph UHSD #2 (District),,,,Randolph UHSD #2 (School), , ,,, , , , , ,,,, , , ,85,,,89,,103,101,,100,92,2, , ,572
,,,,,,Orange Windsor SU,Chelsea,,,,Chelsea Elementary High School, ,8,,, ,14,13,13,9,,,,4,13, ,16,,,21,,31,29,,22,43, , , ,236
,,,,,,,Strafford,,,,Newton Elementary School, ,13,,, ,11,11,11,11,,,,10,14, ,15,,,16,, , ,, , , , , ,112
,,,,,,,Tunbridge,,,,Tunbridge Central School, ,8,,, ,10,15,6,21,,,,13,15, ,17,,,15,, , ,, , , , , ,120
,,,,,,Rivendell Interstate School District,Rivendell Interstate School District,,,,Samuel Morey Elementary School, , ,,,19,27,22,23,31,,,,26, , , ,,, ,, , ,, , , , , ,148
,,,,,,,,,,,Westshire School, , ,,,11,17,15,18,11,,,,22, , , ,,, ,, , ,, , , , , ,94
,,,,,,,,,,,County Total,122,154,,,141,346,347,339,400,,,,357,334, ,329,,,347,,316,300,,270,292,5, , ,"4,399"
,Orleans County,,,,,North Country SU,Charleston,,,,Charleston Elementary School,13,11,,, ,10,11,10,14,,,,16,15, ,9,,,9,, , ,, , , , , ,118
,,,,,,,Coventry,,,,Coventry Village School, , ,,,12,10,18,9,17,,,,9,20, ,10,,,18,, , ,, , , , , ,123
,,,,,,,Derby,,,,Derby Elementary School, , ,,,44,51,69,54,48,,,,61,46, , ,,, ,, , ,, , , , , ,373
,,,,,,,Holland,,,,Holland Elementary School,6,8,,, ,8,10,5,11,,,,9,11, , ,,, ,, , ,, , , , , ,68
,,,,,,,Jay/Westfield Joint Elementary District,,,,Jay/Westfield Joint School, ,12,,, ,6,11,8,10,,,,7,11, , ,,, ,, , ,, , , , , ,65
,,,,,,,Lowell,,,,Lowell Graded School,17,8,,, ,13,12,6,10,,,,8,11, ,11,,,15,, , ,, , , , , ,111
,,,,,,,Morgan,,,,E Taylor Hatton School,1,3,,, ,6,4,6,4,,,,12,5, , ,,, ,, , ,, , , , , ,41
,,,,,,,Newport City,,,,Newport City Elementary Schools, , ,,,52,41,50,38,38,,,,55,44, , ,,, ,, , ,, , , , , ,318
,,,,,,,Newport Town,,,,Newport Town School, ,15,,, ,15,16,13,18,,,,18,15, ,15,,,17,, , ,, , , , , ,142
,,,,,,,North Country Junior UHSD #22 (District),,,,North Country Junior UHSD #22 (School), , ,,, , , , , ,,,, , , ,146,,,174,, , ,, , , , , ,320
,,,,,,,North Country Senior UHSD #22 (District),,,,North Country Senior UHSD #22 (School), , ,,, , , , , ,,,, , , , ,,, ,,274,262,,255,238, , , ,"1,029"
,,,,,,,North Country SU,,,,North Country SU,92, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,92
,,,,,,,Troy,,,,Troy School, ,3,,, ,15,22,19,21,,,,18,16, ,19,,,20,, , ,, , , , , ,153
,,,,,,Orleans Central SU,Albany,,,,Albany Community School, ,10,,, ,13,14,14,19,,,,14,9, ,11,,,6,, , ,, , , , , ,110
,,,,,,,Barton ID,,,,Barton Graded School, , ,,,17,16,16,18,18,,,,22,26, ,27,,,17,, , ,, , , , , ,177
,,,,,,,Brownington,,,,Brownington Central School, ,12,,, ,7,15,7,9,,,,13,10, , ,,, ,, , ,, , , , , ,73
,,,,,,,Glover,,,,Glover Community School, ,9,,, ,18,8,10,13,,,,10,9, ,14,,,14,, , ,, , , , , ,105
,,,,,,,Irasburg,,,,Irasburg Village School, , ,,,9,15,16,13,23,,,,19,15, ,16,,,18,, , ,, , , , , ,144
,,,,,,,Lake Region UHSD #24 (District),,,,Lake Region UHSD #24 (School), , ,,, , , , , ,,,, , , , ,,, ,,108,97,,91,81, , , ,377
,,,,,,,Orleans Central SU,,,,Orleans Central SU,73,3,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,76
,,,,,,,Orleans ID,,,,Orleans Elementary School, , ,,,11,14,9,9,17,,,,8,19, ,31,,,19,, , ,, , , , , ,137
,,,,,,Orleans Southwest SU,Craftsbury,,,,Craftsbury Schools, , ,,,13,21,11,11,13,,,,18,16, ,22,,,25,,18,17,,16,15, , , ,216
,,,,,,,Lakeview USD #43 (District),,,,Lakeview USD #43 (School), ,3,,, ,5,9,6,13,,,,11,10, , ,,, ,, , ,, , , , , ,57
,,,,,,,,,,,County Total,202,97,,,158,284,321,256,316,,,,328,308, ,331,,,352,,400,376,,362,334, , , ,"4,425"
,Rutland County,,,,,Addison Rutland SU,Benson,,,,Benson Village School,16,17,,, ,15,10,9,14,,,,21,15, ,21,,,9,, , ,, , , , , ,147
,,,,,,,Castleton Hubbardton USD #42 (District),,,,Castleton Hubbardton USD #42 (School),33,32,,, ,43,45,48,42,,,,43,54,4,65,,,48,, , ,, , , , , ,457
,,,,,,,Fair Haven,,,,Fair Haven Grade School,23, ,,,30,46,37,48,39,,,,30,45, ,37,,,38,, , ,, , , , , ,373
,,,,,,,Fair Haven UHSD #16 (District),,,,Fair Haven UHSD #16 (School), , ,,, , , , , ,,,, , , , ,,, ,,167,148,,136,142, , , ,593
,,,,,,Bennington Rutland SU,Bennington Rutland SU,,,,Bennington Rutland SU,74, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,74
,,,,,,,Currier Memorial USD #23 (District),,,,Currier Memorial USD #23 (School), , ,,,22,18,20,15,12,,,,17,10, , ,,, ,, , ,, , , , , ,114
,,,,,,,Union School District #47,,,,Mettawee Community School USD #47, , ,,,21,26,28,28,32,,,,26,18, , ,,, ,, , ,, , , , , ,179
,,,,,,Rutland Central SU,Proctor,,,,Proctor Elementary School,16,22,,, ,21,26,22,33,,,,35,15, , ,,, ,, , ,, , , , , ,190
,,,,,,,,,,,Proctor Junior/Senior High School, , ,,, , , , , ,,,, , , ,30,,,21,,30,26,,29,30,1, , ,167
,,,,,,,Rutland Town,,,,Rutland Town Elementary School,1,31,,, ,26,29,34,33,,,,35,34,2,45,,,47,, , ,, , , , , ,317
,,,,,,,West Rutland,,,,West Rutland School,13,25,,,1,30,26,22,23,,,,31,33, ,29,,,41,,26,34,,29,37,1, , ,401
,,,,,,Rutland City SD,Rutland City,,,,Rutland High School, , ,,, , , , , ,,,, , , , ,,, ,,298,289,,287,259, , , ,"1,133"
,,,,,,,,,,,Rutland Intermediate School, , ,,, , , ,178,177,,,,186,168, , ,,, ,, , ,, , , , , ,709
,,,,,,,,,,,Rutland Middle School, , ,,, , , , , ,,,, , , ,209,,,203,, , ,, , , , , ,412
,,,,,,,,,,,Rutland Northeast Primary School,11,2,,,86,77,73, , ,,,, , , , ,,, ,, , ,, , , , , ,249
,,,,,,,,,,,Rutland Northwest Primary School,22, ,,,95,82,76, , ,,,, , , , ,,, ,, , ,, , , , , ,275
,,,,,,Rutland Northeast SU,Barstow Joint Contract District,,,,Barstow Memorial School,30,29,,, ,23,40,29,29,,,,26,34, ,37,,,41,, , ,, , , , , ,318
,,,,,,,Brandon,,,,Neshobe School,49, ,,,30,47,28,50,40,,,,61,52, , ,,, ,, , ,, , , , , ,357
,,,,,,,Otter Valley UHSD #8 (District),,,,Otter Valley UHSD #8 (School), , ,,, , , , , ,,,, , , ,123,,,141,,146,114,,107,102, ,3, ,736
,,,,,,,Pittsford,,,,Lothrop School,35, ,,,48,35,19,34,40,,,,27,39, , ,,, ,, , ,, , , , , ,277
,,,,,,,Sudbury,,,,Sudbury Country School, ,4,,, ,5,3,4,5,,,,6,6, , ,,, ,, , ,, , , , , ,33
,,,,,,Rutland South SU,Clarendon,,,,Clarendon Elementary School,41, ,,,23,27,35,26,26,,,,34,35, , ,,, ,, , ,, , , , , ,247
,,,,,,,Mill River USD #40 (District),,,,Mill River USD #40 (School), , ,,, , , , , ,,,, , , ,95,,,118,,140,126,,116,113, , , ,708
,,,,,,,Rutland South SU,,,,Rutland South SU,3, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,3
,,,,,,,Shrewsbury,,,,Shrewsbury Mountain School,14,10,,, ,11,10,10,4,,,,10,8, , ,,, ,, , ,, , , , , ,77
,,,,,,,Wallingford,,,,Wallingford Village School, , ,,,14,17,25,30,21,,,,27,26, , ,,, ,, , ,, , , , , ,160
,,,,,,Rutland Southwest SU,Middletown Springs,,,,Middletown Springs Elementary School,10,4,,, ,5,5,9,5,,,,6,13, , ,,, ,, , ,, , , , , ,57
,,,,,,,Poultney,,,,Poultney Elementary School, , ,,,26,28,34,26,30,,,,39,30, , ,,, ,, , ,, , , , , ,213
,,,,,,,,,,,Poultney High School, , ,,, , , , , ,,,, , , ,41,,,54,,44,54,,54,46, , , ,293
,,,,,,,Rutland Southwest SU,,,,Rutland Southwest SU,29, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,29
,,,,,,,Tinmouth,,,,Tinmouth Elementary School,4, ,,,3,4,6,7,1,,,,5,9, , ,,, ,, , ,, , , , , ,39
,,,,,,,Wells,,,,Wells Village School, , ,,,11,13,6,11,13,,,,7,11, , ,,, ,, , ,, , , , , ,72
,,,,,,Rutland Windsor SU,Mt Holly,,,,Mt Holly School, , ,,,15,18,8,9,14,,,,9,12, , ,,, ,, , ,, , , , , ,85
,,,,,,Windsor Central SU,Sherburne,,,,Killington Elementary School, , ,,,14,13,9,9,11,,,,10,15, , ,,, ,, , ,, , , , , ,81
,,,,,,,,,,,County Total,424,176,,,439,630,598,658,644,,,,691,682,6,732,,,761,,851,791,,758,729,2,3, ,"9,575"
,Washington County,,,,,Barre SU,Barre City,,,,Barre City Elementary/Middle School,36, ,,,103,100,87,96,98,,,,108,92, ,99,,,96,, , ,, , , , , ,915
,,,,,,,Barre Town,,,,Barre Town Elementary School,39,105,,,11,92,111,104,96,,,,95,114, ,112,,,120,, , ,, , , , , ,999
,,,,,,,Spaulding HSUD #41 (District),,,,Spaulding HSUD #41 (School),15, ,,, , , , , ,,,, , , , ,,, ,,258,238,,221,219, ,5, ,956
,,,,,,Montpelier SD,Montpelier,,,,Main Street School, , ,,, , , , , ,,,, ,83, ,83,,,97,, , ,, , , , , ,263
,,,,,,,,,,,Montpelier High School, , ,,, , , , , ,,,, , , , ,,, ,,115,104,,112,81, , , ,412
,,,,,,,,,,,Union Elementary School, , ,,,51,50,56,65,88,,,,51, , , ,,, ,, , ,, , , , , ,361
,,,,,,,Montpelier SD,,,,Montpelier SD,32, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,32
,,,,,,Orleans Southwest SU,Woodbury,,,,Woodbury Elementary School, ,6,,, ,9,10,4,9,,,,5,11, , ,,, ,, , ,, , , , , ,54
,,,,,,Washington Central SU,Berlin,,,,Berlin Elementary School, , ,,,32,37,30,30,31,,,,37,40, , ,,, ,, , ,, , , , , ,237
,,,,,,,Calais,,,,Calais Elementary School, ,11,,, ,11,16,13,13,,,,24,12, , ,,, ,, , ,, , , , , ,100
,,,,,,,East Montpelier,,,,East Montpelier Elementary School, , ,,,32,29,31,25,29,,,,29,35, , ,,, ,, , ,, , , , , ,210
,,,,,,,Middlesex,,,,Rumney School (Middlesex), , ,,,17,12,15,17,25,,,,22,29, , ,,, ,, , ,, , , , , ,137
,,,,,,,U32 High School UHSD #32 (District),,,,U32 High School UHSD #32 (School), , ,,, , , , , ,,,, , , ,121,,,166,,152,166,,129,133, , , ,867
,,,,,,,Washington Central SU,,,,Washington Central SU,76, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,76
,,,,,,,Worcester,,,,Doty Memorial School, , ,,,5,8,8,12,12,,,,9,11, , ,,, ,, , ,, , , , , ,65
,,,,,,Washington Northeast SU,Cabot,,,,Cabot School,16, ,,,1,12,11,10,10,,,,10,12, ,18,,,29,,18,24,,20,18, , , ,209
,,,,,,,Twinfield USD #33 (District),,,,Twinfield USD #33 (School),18,36,,, ,25,35,26,22,,,,41,35, ,34,,,44,,43,34,,48,40, , , ,481
,,,,,,Washington South SU,Northfield,,,,Northfield Elementary School,41,36,,,6,43,41,49,50,,,,45, , , ,,, ,, , ,, , , , , ,311
,,,,,,,,,,,Northfield Middle/High School, , ,,, , , , , ,,,, ,52, ,64,,,75,,62,64,,69,67, , , ,453
,,,,,,,Roxbury,,,,Roxbury Village School,9, ,,,4,12,9,6,6,,,,7,6, , ,,, ,, , ,, , , , , ,59
,,,,,,Washington West SU,Duxbury/Waterbury Union #45,,,,Crossett Brook Middle USD #45, , ,,, , , , , ,,,,76,80, ,89,,,77,, , ,, , , , , ,322
,,,,,,,,,,,Thatcher Brook Primary USD #45,57,64,,, ,69,60,76,69,,,, , , , ,,, ,, , ,, , , , , ,395
,,,,,,,Fayston,,,,Fayston Elementary School,22,13,,, ,14,17,16,17,,,,9,11, , ,,, ,, , ,, , , , , ,119
,,,,,,,Harwood UHSD #19 (District),,,,Harwood UHSD #19 (School), , ,,, , , , , ,,,, , , , ,,, ,,173,172,,154,157, ,6, ,662
,,,,,,,,,,,Harwood Union Middle UHSD #19, , ,,, , , , , ,,,, , , ,76,,,100,, , ,, , , , , ,176
,,,,,,,Moretown,,,,Moretown Elementary School,19,21,,, ,23,15,16,23,,,,15,24,5, ,,, ,, , ,, , , , , ,161
,,,,,,,Waitsfield,,,,Waitsfield Elementary School,39,14,,, ,20,17,20,23,,,,20,25, , ,,, ,, , ,, , , , , ,178
,,,,,,,Warren,,,,Warren Elementary School,17,23,,, ,11,12,19,22,,,,24,21, , ,,, ,, , ,, , , , , ,149
,,,,,,Woodside Juvenile Rehab Center,Woodside Juvenile Rehab Center,,,,Woodside Juvenile Rehab Center, , ,,, , , , , ,,,, , , ,1,,, ,,3,5,,6,3, , , ,18
,,,,,,,,,,,County Total,436,329,,,262,577,581,604,643,,,,627,693,5,696,,,804,,824,807,,759,718, ,11, ,"9,376"
,Windham County,,,,,Windham Central SU,Brookline,,,,Brookline Elementary School, , ,,,7,3,8,8,5,,,,7,9, , ,,, ,, , ,, , , , , ,47
,,,,,,,Dover,,,,Dover Elementary School,13, ,,,8,10,13,12,14,,,,10,6, , ,,, ,, , ,, , , , , ,86
,,,,,,,Jamaica,,,,Jamaica Village School, , ,,,12,11,17,16,10,,,,12,11, , ,,, ,, , ,, , , , , ,89
,,,,,,,Leland and Gray UHSD #34 (District),,,,Leland and Gray UHSD #34 (School), , ,,, , , , , ,,,, , , ,63,,,63,,81,55,,73,88,1, , ,424
,,,,,,,Marlboro,,,,Marlboro Elementary School,6,6,,, ,8,10,4,9,,,,11,7, ,8,,,7,, , ,, , , , , ,76
,,,,,,,Newfane,,,,Newfane Elementary School, ,15,,, ,14,16,27,15,,,,17,14, , ,,, ,, , ,, , , , , ,118
,,,,,,,Townshend,,,,Townshend Village School, , ,,,18,12,11,11,12,,,,6,13, , ,,, ,, , ,, , , , , ,83
,,,,,,,Wardsboro,,,,Wardsboro Central School,8, ,,,9,12,9,12,6,,,,2,9, , ,,, ,, , ,, , , , , ,67
,,,,,,,Windham,,,,Windham Elementary School,5,1,,, ,6,6,5,2,,,,7,4, , ,,, ,, , ,, , , , , ,36
,,,,,,,Windham Central SU,,,,Windham Central SU,5, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,5
,,,,,,Windham Northeast SU,Athens/Grafton Contract School District,,,,Grafton Elementary School, ,1,,,11,15,14,10,10,,,,9,10, , ,,, ,, , ,, , , , , ,80
,,,,,,,Bellows Falls UHSD #27 (District),,,,Bellows Falls UHSD #27 (School), , ,,, , , , , ,,,, , , , ,,, ,,89,100,,92,97, , , ,378
,,,,,,,Rockingham,,,,Bellows Falls Middle School, , ,,, , , , , ,,,,57,62, ,97,,,100,, , ,, , , , , ,316
,,,,,,,,,,,Cherry Hill Elementary School, , ,,,18,13,13,15,15,,,, , , , ,,, ,, , ,, , , , , ,74
,,,,,,,,,,,Rockingham Central Elementary, , ,,,44,28,30,41,30,,,, , , , ,,, ,, , ,, , , , , ,173
,,,,,,,,,,,Saxtons River Elementary School, , ,,,16,12,18,13,15,,,,9, , , ,,, ,, , ,, , , , , ,83
,,,,,,,Westminster,,,,Westminster Schools, , ,,,33,33,27,27,24,,,,35,33, , ,,, ,, , ,, , , , , ,212
,,,,,,,Windham Northeast SU,,,,Windham Northeast SU,53, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,53
,,,,,,Windham Southeast SU,Brattleboro,,,,Academy School, , ,,,68,51,55,38,53,,,,49,56,5, ,,, ,, , ,, , , , , ,375
,,,,,,,,,,,Green Street School, , ,,,43,37,39,43,36,,,,35,35, , ,,, ,, , ,, , , , , ,268
,,,,,,,,,,,Oak Grove School,1,2,,,19,18,17,20,17,,,,17,13,22, ,,, ,, , ,, , , , , ,146
,,,,,,,Brattleboro UHSD #6 (District),,,,Bratt Area Middle School UHSD #6, , ,,, , , , , ,,,, , , ,177,,,144,, , ,, , , , , ,321
,,,,,,,,,,,Brattleboro UHSD #6 (School), , ,,, , , , , ,,,, , , , ,,, ,,291,228,,226,273,2, , ,"1,020"
,,,,,,,Dummerston,,,,Dummerston Schools, ,12,,,1,16,23,13,15,,,,21,21, ,22,,,21,, , ,, , , , , ,165
,,,,,,,Guilford,,,,Guilford Central School, ,18,,, ,14,21,15,20,,,,14,30, ,33,,,22,, , ,, , , , , ,187
,,,,,,,Putney,,,,Putney Central School, ,24,,, ,17,17,17,26,,,,29,24, ,33,,,23,, , ,, , , , , ,210
,,,,,,,Vernon,,,,Vernon Elementary School,1,25,,,2,16,34,29,32,,,,34,39, , ,,, ,, , ,, , , , , ,212
,,,,,,,Windham Southeast SU,,,,Windham Southeast SU,40, ,,, ,4,2, , ,,,,2,3, , ,,, ,, , ,, , , , , ,51
,,,,,,Windham Southwest SU,Halifax,,,,Halifax School, , ,,,7,11,8,6,3,,,,4,7, ,5,,,8,, , ,, , , , , ,59
,,,,,,,Whitingham,,,,Whitingham School,19, ,,,17,12,18,13,9,,,,15, , , ,,, ,, , ,, , , , , ,103
,,,,,,,Whitingham/Wilmington Joint Contract District,,,,Twin Valley High School, , ,,, , , , , ,,,, , , , ,,,2,,57,78,,65,72, , , ,274
,,,,,,,,,,,Twin Valley Middle School, , ,,, , , , , ,,,, ,47, ,40,,,45,, , ,, , , , , ,132
,,,,,,,Wilmington,,,,Twin Valley Elementary School,32, ,,,22,20,23,26,14,,,,30, , , ,,, ,, , ,, , , , , ,167
,,,,,,,Windham Southwest SU,,,,Windham Southwest SU,3, ,,,1,4,1,1,1,,,, , , , ,,, ,, , ,, , , , , ,11
,,,,,,Windsor Southwest SU,Flood Brook USD #20 (District),,,,Flood Brook USD #20 (School), , ,,,36,31,33,30,28,,,,34,29, ,48,,,29,, , ,, , , , , ,298
,,,,,,,,,,,County Total,186,104,,,392,428,483,452,420,,,,466,482,27,526,,,464,,518,461,,456,530,3, , ,"6,398"
,Windsor County,,,,,Hartford SD,Hartford,,,,Dothan Brook School, ,54,,, ,50,43,50,42,,,,55,2, , ,,, ,, , ,, , , , , ,296
,,,,,,,,,,,Hartford High School, , ,,, , , , , ,,,, , , , ,,, ,,220,194,,220,178, , ,1,813
,,,,,,,,,,,Hartford Memorial Middle School, , ,,, , , , , ,,,, ,107,2,120,,,136,, , ,, , ,9, , ,374
,,,,,,,,,,,Ottauquechee School,12,29,,, ,35,34,43,42,,,,45, , , ,,, ,, , ,, , , , , ,240
,,,,,,,,,,,White River School,28,37,,, ,21,21,22,29,,,,38, , , ,,, ,, , ,, , , , , ,196
,,,,,,,Hartford SD,,,,Hartford SD,25,1,,, , , , ,3,,,, ,2, ,4,,,3,,2,2,,2, , , , ,44
,,,,,,Orange Windsor SU,Orange Windsor SU,,,,Orange Windsor SU,11, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,11
,,,,,,,Royalton,,,,South Royalton Elementary/High School,20, ,,,30,27,15,34,31,,,,27,27, ,35,,,37,,58,47,,44,46, , , ,478
,,,,,,,Sharon,,,,Sharon Elementary School,2, ,,,15,23,15,20,10,,,,22,17, , ,,, ,, , ,, , , , , ,124
,,,,,,Rutland Windsor SU,Black River USD #39 (District),,,,Black River USD #39 (School), , ,,, , , , , ,,,, , , ,32,,,38,,38,36,,49,44,1, , ,238
,,,,,,,Ludlow,,,,Ludlow Elementary School, ,19,,,2,16,14,28,21,,,,20,27, , ,,, ,, , ,, , , , , ,147
,,,,,,,Plymouth,,,,Plymouth Elementary School, , ,,,4,2,4,1,2,,,,3,4, , ,,, ,, , ,, , , , , ,20
,,,,,,,Rutland Windsor SU,,,,Rutland Windsor SU,2, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,2
,,,,,,Sau 70,Norwich,,,,Marion W Cross School, ,29,,, ,42,48,46,45,,,,53,42, , ,,, ,, , ,, , , , , ,305
,,,,,,Springfield SD,Springfield,,,,Elm Hill School, , ,,,16,19,19,19,19,,,,20, ,2, ,,, ,, , ,, , , , , ,114
,,,,,,,,,,,Park Street School, , ,,,50,38,49,67,41,,,,38, ,5, ,,, ,, , ,, , , , , ,288
,,,,,,,,,,,Riverside Middle School, , ,,, , , , , ,,,, ,92,1,119,,,105,, , ,, , , , , ,317
,,,,,,,,,,,Springfield High School, , ,,, , , , , ,,,, , , , ,,, ,,145,166,,121,134, , , ,566
,,,,,,,,,,,Union Street School, , ,,,17,41,18,20,31,,,,38, ,6, ,,, ,, , ,, , , , , ,171
,,,,,,,Springfield SD,,,,Springfield SD,12, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,12
,,,,,,Windsor Central SU,Barnard,,,,Barnard Central School, , ,,,10,8,7,5,13,,,,8,10, , ,,, ,, , ,, , , , , ,61
,,,,,,,Bridgewater,,,,Bridgewater Village School, ,17,,, ,12,8,12,12,,,,9,8, , ,,, ,, , ,, , , , , ,78
,,,,,,,Pomfret,,,,Pomfret School, , ,,,15,16,9,13,13,,,,13,12, , ,,, ,, , ,, , , , , ,91
,,,,,,,Reading,,,,Reading Elementary School, ,5,,, ,7,4,9,10,,,,10,5, , ,,, ,, , ,, , , , , ,50
,,,,,,,Windsor Central SU,,,,Windsor Central SU,10, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,10
,,,,,,,Woodstock,,,,Woodstock Elementary School, ,21,,, ,31,27,27,28,,,,25,41, , ,,, ,, , ,, , , , , ,200
,,,,,,,Woodstock UHSD #4,,,,Woodstock Senior UHSD #4, , ,,, , , , , ,,,, , , , ,,, ,,115,108,,98,98, , , ,419
,,,,,,,,,,,Woodstock Union Middle School, , ,,, , , , , ,,,, , , ,112,,,96,, , ,, , , , , ,208
,,,,,,Windsor Northwest SU,Bethel,,,,Bethel Elementary School, , ,,,22,18,28,19,18,,,,27,19, , ,,, ,, , ,, , , , , ,151
,,,,,,,,,,,Whitcomb Junior/Senior High School, , ,,, , , , , ,,,, , , ,25,,,16,,30,25,,37,30, , , ,163
,,,,,,,Rochester,,,,Rochester School, ,6,,, ,10,10,14,9,,,,16,22, ,29,,,23,,22,33,,28,24, , , ,246
,,,,,,,Stockbridge,,,,Stockbridge Central School,3,12,,, ,9,10,6,8,,,,12,6, , ,,, ,, , ,, , , , , ,66
,,,,,,,Windsor Northwest SU,,,,Windsor Northwest SU,49,1,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,50
,,,,,,Windsor Southeast SU,Hartland,,,,Hartland Elementary School, ,33,,, ,30,39,37,51,,,,34,40, ,37,,,49,, , ,, , , , , ,350
,,,,,,,Weathersfield,,,,Weathersfield Elementary School, ,22,,,2,25,21,16, ,,,, , , , ,,, ,, , ,, , , , , ,86
,,,,,,,,,,,Weathersfield Middle School, , ,,, , , , ,19,,,,27,36, ,27,,,38,, , ,, , , , , ,147
,,,,,,,West Windsor,,,,Albert Bridge School (West Windsor), , ,,,12,6,8,13,11,,,,10,10, , ,,, ,, , ,, , , , , ,70
,,,,,,,Windsor,,,,Windsor High School, , ,,, , , , , ,,,, , , ,41,,,47,,71,80,,64,90, , , ,393
,,,,,,,,,,,Windsor State Street School, , ,,,41,34,45,37,48,,,,46,34, , ,,, ,, , ,, , , , , ,285
,,,,,,,Windsor Southeast SU,,,,Windsor Southeast SU,30, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,30
,,,,,,Windsor Southwest SU,Cavendish,,,,Cavendish Town Elementary School, , ,,,14,13,12,16,14,,,,14,19, , ,,, ,, , ,, , , , , ,102
,,,,,,,Chester Andover USD #29 (District),,,,Chester Andover USD #29 (School), , ,,,36,39,37,38,33,,,,44,45, , ,,, ,, , ,, , , , , ,272
,,,,,,,Green Mountain UHSD #35 (District),,,,Green Mountain UHSD #35 (School), , ,,, , , , , ,,,, , , ,72,,,66,,69,101,,67,58, , , ,433
,,,,,,,Windsor Southwest SU,,,,Windsor Southwest SU,15, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,15
,,,,,,,,,,,County Total,219,285,,,286,572,545,612,603,,,,654,627,16,653,,,654,,770,792,,730,702,10, ,1,"8,731"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Note: The enrollment for independent schools including Burr & Burton Academy, Lyndon Institute, St. Johnsbury Academy, and Thetford Academy do not appear in this report.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
