,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rutland County,,,,,Addison Rutland SU,Slate Valley Modified Unified Union School District #62A,,,,Benson Village School,10, ,,,10,6,2,6,5,,,,4,3,9,10,,, ,, , ,, , , ,65
,,,,,,,,,,,Castleton Elementary School,39, ,,,29,34,34,37,33,,,,47, , , ,,, ,, , ,, , , ,253
,,,,,,,,,,,Castleton Village School, , ,,, , , , , ,,,, ,31,33,37,,, ,, , ,, , , ,101
,,,,,,,,,,,Fair Haven Grade School,44, ,,,33,35,45,28,38,,,,22,36,31,43,,, ,, , ,, , , ,355
,,,,,,,Slate Valley Modified Unified Union School District #62B,,,,Fair Haven Union High School, , ,,, , , , , ,,,, , , , ,,,87,,108,79,,88, , ,362
,,,,,,Bennington Rutland SU,Mettawee School District,,,,Mettawee Community School,30, ,,,22,20,21,22,30,,,,19,25, , ,,, ,, , ,, , , ,189
,,,,,,,Taconic and Green Regional School District,,,,Currier Memorial Union School,17, ,,,10,11,7,12,14,,,,8,11, , ,,, ,, , ,, , , ,90
,,,,,,Greater Rutland County SD,Quarry Hill Unified Union School District,,,,Poultney Elementary School,61, ,,,27,26,32,22,25,,,,34,29, , ,,, ,, , ,, , , ,256
,,,,,,,,,,,Poultney High School, , ,,, , , , , ,,,, , ,40,35,,,33,,34,28,,25, , ,195
,,,,,,,,,,,Proctor Elementary School,31, ,,,13,25,19,16,18,,,,18,24, , ,,, ,, , ,, , , ,164
,,,,,,,,,,,Proctor Junior/Senior High School, , ,,, , , , , ,,,, , ,17,23,,,18,,21,15,,17, , ,111
,,,,,,,,,,,West Rutland School,33, ,,,22,25,19,26,29,,,,29,31,27,22,,,21,,25,15,,21, ,3,348
,,,,,,,Rutland Town,,,,Rutland Town Elementary School,34, ,,,34,24,43,38,33,,,, ,73,40,36,,, ,, , ,, , , ,355
,,,,,,,Wells Spring Unified Union School District,,,,Middletown Springs Elementary School,14, ,,,7,5,8,8,9,,,,8,7, , ,,, ,, , ,, , , ,66
,,,,,,,,,,,Wells Village School,14, ,,,13,11,14,5,13,,,,13,7, , ,,, ,, , ,, , , ,90
,,,,,,Mill River Unified Union SD,Mill River Unified School District,,,,Clarendon Elementary School,24, ,,,24,20,20,22,15,,,,23,21, , ,,, ,, , ,, , , ,169
,,,,,,,,,,,Mill River Union High School, , ,,, , , , , ,,,, , ,67,63,,,68,,74,82,,75, , ,429
,,,,,,,,,,,Shrewsbury Mountain School,9, ,,,8,11,8,10,8,,,,8,8, , ,,, ,, , ,, , , ,70
,,,,,,,,,,,Tinmouth Elementary School,15, ,,,7,11,13,6,4,,,,4,3, , ,,, ,, , ,, , , ,63
,,,,,,,,,,,Wallingford Village School,27, ,,,18,17,18,17,22,,,,18,22, , ,,, ,, , ,, , , ,159
,,,,,,Rutland City SD,Rutland City,,,,Rutland High School, , ,,, , , , , ,,,, , , , ,,,205,,207,207,,195,5, ,819
,,,,,,,,,,,Rutland Intermediate School, , ,,, , , ,131,118,,,,123,136, , ,,, ,, , ,, , , ,508
,,,,,,,,,,,Rutland Middle School, , ,,, , , , , ,,,, , ,128,145,,, ,, , ,, , , ,273
,,,,,,,,,,,Rutland Northeast Primary School,72, ,,,67,69,63, , ,,,, , , , ,,, ,, , ,, , , ,271
,,,,,,,,,,,Rutland Northwest Primary School,84, ,,,56,65,59, , ,,,, , , , ,,, ,, , ,, , , ,264
,,,,,,Rutland Northeast SU,Barstow Unified School District,,,,Barstow Memorial School,24, ,,,19,24,11,19,24,,,,22,25,17,25,,, ,, , ,, , , ,210
,,,,,,,Otter Valley Unified School District,,,,Lothrop School,30, ,,,24,27,15,23,31,,,,31,23, , ,,, ,, , ,, , , ,204
,,,,,,,,,,,Neshobe School,83, ,,,38,56,46,48,33,,,,51,60, , ,,, ,, , ,, , , ,415
,,,,,,,,,,,Otter Valley Union High School, , ,,, , , , , ,,,, , ,108,111,,,93,,83,81,,76,2, ,554
,,,,,,Two Rivers SU,Ludlow Mt Holly Unified Union School District,,,,Mt Holly School,21, ,,,20,11,17,9,13,,,,11,9, , ,,, ,, , ,, , , ,111
,,,,,,Windsor Central SU,Windsor Central Modified Unified Union School District #76A,,,,Killington Elementary School,12, ,,,8,12,6,15,17,,,,18,10, , ,,, ,, , ,, , , ,98
,,,,,,,,,,,County Total,728, ,,,509,545,520,520,532,,,,511,594,517,550,,,525,,552,507,,497,7,3,"7,617"
,Washington County,,,,,Barre SU,Barre City,,,,Barre City Elementary/Middle School,116, ,,,100,94,92,99,87,,,,73,80,67,78,,, ,, , ,, , , ,886
,,,,,,,Barre Town,,,,Barre Town Elementary School,122, ,,,71,65,82,66,88,,,,76,91,72,80,,, ,, , ,, , , ,813
,,,,,,,Spaulding HSUD #41 (District),,,,Spaulding HSUD #41 (School), , ,,, , , , , ,,,, , , , ,,,179,,181,152,,157, , ,669
,,,,,,Central Vermont SU,Paine Mountain School District,,,,Northfield Elementary School,54, ,,,44,45,37,40,43,,,,44, , , ,,, ,, , ,, , , ,307
,,,,,,,,,,,Northfield Middle/High School, , ,,, , , , , ,,,, ,40,40,44,,,51,,39,39,,32, , ,285
,,,,,,Harwood Unified Union SD,Harwood Unified School District,,,,Crossett Brook Middle School, , ,,, , , , , ,,,,73,75,67,69,,, ,, , ,, , , ,284
,,,,,,,,,,,Fayston Elementary School,15, ,,,12,11,5,15,11,,,,9,18, , ,,, ,, , ,, , , ,96
,,,,,,,,,,,Harwood Union High School, , ,,, , , , , ,,,, , , , ,,,137,,122,114,,99, , ,472
,,,,,,,,,,,Harwood Union Middle School, , ,,, , , , , ,,,, , ,65,69,,, ,, , ,, , , ,134
,,,,,,,,,,,Moretown Elementary School,52, ,,,17,15,18,16,14,,,,15,15, , ,,, ,, , ,, , , ,162
,,,,,,,,,,,Thatcher Brook Primary School,100, ,,,67,70,66,66,70,,,, , , , ,,, ,, , ,, , , ,439
,,,,,,,,,,,Waitsfield Elementary School,28, ,,,12,17,16,12,23,,,,19,19, , ,,, ,, , ,, , , ,146
,,,,,,,,,,,Warren Elementary School,29, ,,,22,17,17,16,18,,,,16,20, , ,,, ,, , ,, , , ,155
,,,,,,Montpelier Roxbury SD,Montpelier Roxbury Unified Union School District,,,,Main Street School, , ,,, , , , , ,,,,95,89,87,95,,, ,, , ,, , , ,366
,,,,,,,,,,,Montpelier High School, , ,,, , , , , ,,,, , , , ,,,79,,82,83,,71,3, ,318
,,,,,,,,,,,Roxbury Village School,12, ,,,5,8,4,9,5,,,, , , , ,,, ,, , ,, , , ,43
,,,,,,,,,,,Union Elementary School,133, ,,,80,76,76,83,86,,,, , , , ,,, ,, , ,, , , ,534
,,,,,,Orleans Southwest SU,Woodbury,,,,Woodbury Elementary School,9, ,,,4,12,5,9,5,,,,5,6, , ,,, ,, , ,, , , ,55
,,,,,,Washington Central SU,Berlin,,,,Berlin Elementary School,32, ,,,13,26,27,25,30,,,,32,30, , ,,, ,, , ,, , , ,215
,,,,,,,Calais,,,,Calais Elementary School,27, ,,,5,6,13,17,19,,,,20,18, , ,,, ,, , ,, , , ,125
,,,,,,,East Montpelier,,,,East Montpelier Elementary School,38, ,,,27,29,29,30,18,,,,28,23, , ,,, ,, , ,, , , ,222
,,,,,,,Middlesex,,,,Rumney School (Middlesex),28, ,,,21,22,21,17,22,,,,22,24, , ,,, ,, , ,, , , ,177
,,,,,,,U32 High School UHSD #32 (District),,,,U32 High School UHSD #32 (School), , ,,, , , , , ,,,, , ,110,107,,,148,,130,128,,103, , ,726
,,,,,,,Worcester,,,,Doty Memorial School,15, ,,,10,6,8,11,9,,,,13,12, , ,,, ,, , ,, , , ,84
,,,,,,Washington Northeast SU,Cabot,,,,Cabot School,20, ,,,13,10,13,13,13,,,,14,9,9,16,,,8,,12,5,,8, , ,163
,,,,,,,Twinfield USD #33 (District),,,,Twinfield USD #33 (School),39, ,,,17,16,19,24,23,,,,32,26,23,22,,,21,,22,32,,24, , ,340
,,,,,,,,,,,County Total,869, ,,,540,545,548,568,584,,,,586,595,540,580,,,623,,588,553,,494,3, ,"8,216"
,Windham County,,,,,Bennington Rutland SU,Taconic and Green Regional School District,,,,Flood Brook School,51, ,,,33,24,35,29,34,,,,36,24,34,25,,, ,, , ,, , , ,325
,,,,,,Windham Central SU,Brookline/Newfane Joint Contract,,,,Newbrook Elementary School,36, ,,,19,17,19,16,17,,,,15,19, , ,,, ,, , ,, , , ,158
,,,,,,,Dover,,,,Dover Elementary School,10, ,,,10,10,12,10,13,,,,12,18, , ,,, ,, , ,, , , ,95
,,,,,,,Jamaica,,,,Jamaica Village School,8, ,,,7,9,9,6,9,,,,7,8, , ,,, ,, , ,, , , ,63
,,,,,,,Leland and Gray UHSD #34 (District),,,,Leland and Gray UHSD #34 (School), , ,,, , , , , ,,,, , ,44,40,,,41,,55,43,,50, , ,273
,,,,,,,Marlboro,,,,Marlboro Elementary School,15, ,,,11,9,12,11,4,,,,10,12,5,8,,, ,, , ,, , , ,97
,,,,,,,Townshend,,,,Townshend Village School,9, ,,,7,15,6,12,10,,,,7,11, , ,,, ,, , ,, , , ,77
,,,,,,,Wardsboro,,,,Wardsboro Central School,7, ,,,7,4,5,4,10,,,,7,5, , ,,, ,, , ,, , , ,49
,,,,,,,Windham,,,,Windham Elementary School,7, ,,,3,3, , , ,,,,7,3, , ,,, ,, , ,, , , ,23
,,,,,,Windham Northeast SU,Athens/Grafton Contract School District,,,,Grafton Elementary School,10, ,,,7,5,10,4,8,,,,10,12, , ,,, ,, , ,, , , ,66
,,,,,,,Bellows Falls UHSD #27 (District),,,,Bellows Falls UHSD #27 (School), , ,,, , , , , ,,,, , , , ,,,80,,86,79,,87, , ,332
,,,,,,,Rockingham,,,,Bellows Falls Middle School, , ,,, , , , , ,,,,46,47,79,71,,, ,, , ,, , , ,243
,,,,,,,,,,,Rockingham Central Elementary,83, ,,,26,38,32,25,27,,,, , , , ,,, ,, , ,, , , ,231
,,,,,,,,,,,Saxtons River Elementary School, , ,,,15,17,16,15,28,,,, , , , ,,, ,, , ,, , , ,91
,,,,,,,Westminster,,,,Westminster Schools,32, ,,,16,23,31,32,19,,,,28,34, , ,,, ,, , ,, , , ,215
,,,,,,Windham Southeast SU,Brattleboro,,,,Academy School, , ,,,50,51,55,43,47,,,,51,56, , ,,, ,, , ,, , , ,353
,,,,,,,,,,,Green Street School, , ,,,34,33,29,36,30,,,,31,34, , ,,, ,, , ,, , , ,227
,,,,,,,,,,,Oak Grove School,166, ,,,18,15,20,18,15,,,,20,20, , ,,, ,, , ,, , , ,292
,,,,,,,Brattleboro UHSD #6 (District),,,,Bratt Area Middle School UHSD #6, , ,,, , , , , ,,,, , ,146,138,,, ,, , ,, , , ,284
,,,,,,,,,,,Brattleboro UHSD #6 (School), , ,,, , , , , ,,,, , , , ,,,207,,213,193,,181, , ,794
,,,,,,,Dummerston,,,,Dummerston Schools,20, ,,,15,16,8,14,15,,,,25,18,20,14,,, ,, , ,, , , ,165
,,,,,,,Guilford,,,,Guilford Central School,35, ,,,20,11,14,10,19,,,,13,15, , ,,, ,, , ,, , , ,137
,,,,,,,Putney,,,,Putney Central School,30, ,,,19,24,18,16,16,,,,25,16,13,15,,, ,, , ,, , , ,192
,,,,,,,Vernon,,,,Vernon Elementary School,35, ,,,16,21,27,21,19,,,,28,27, , ,,, ,, , ,, , , ,194
,,,,,,Windham Southwest SU,Southern Valley Unified School District,,,,Halifax School,2, ,,,14,7,6,3,7,,,,10,4,11,4,,, ,, , ,, , , ,68
,,,,,,,Twin Valley Unified School District,,,,Twin Valley Elementary School,46, ,,,32,28,24,23,36,,,,33, , , ,,, ,, , ,, , , ,222
,,,,,,,,,,,Twin Valley Middle High School, , ,,, , , , , ,,,, ,31,32,32,,,19,,28,40,,22, , ,204
,,,,,,,,,,,County Total,602, ,,,379,380,388,348,383,,,,421,414,384,347,,,347,,382,355,,340, , ,"5,470"
,Windsor County,,,,,Hartford SD,Hartford,,,,Dothan Brook School,55, ,,,36,35,33,39,30,,,,39, , , ,,, ,, , ,, , , ,267
,,,,,,,,,,,Hartford High School, , ,,, , , , , ,,,, , , , ,,,135,,128,104,,110,7, ,484
,,,,,,,,,,,Hartford Memorial Middle School, , ,,, , , , , ,,,, ,102,116,97,,, ,, , ,, , , ,315
,,,,,,,,,,,Ottauquechee School,42, ,,,26,27,39,32,30,,,,32, , , ,,, ,, , ,, , , ,228
,,,,,,,,,,,White River School,46, ,,,34,29,29,26,36,,,,35, , , ,,, ,, , ,, , , ,235
,,,,,,Sau 70,Norwich,,,,Marion W Cross School,40, ,,,32,38,37,37,35,,,,48,51, , ,,, ,, , ,, , , ,318
,,,,,,Springfield SD,Springfield,,,,Elm Hill School,117, ,,,82,83,78, , ,,,, , , , ,,, ,, , ,, , , ,360
,,,,,,,,,,,Riverside Middle School, , ,,, , , , , ,,,, ,103,87,67,,, ,, , ,, , , ,257
,,,,,,,,,,,Springfield High School, , ,,, , , , , ,,,, , , , ,,,100,,97,98,,67, , ,362
,,,,,,,,,,,Union Street School, , ,,, , , ,88,61,,,,85, , , ,,, ,, , ,, , , ,234
,,,,,,Two Rivers SU,Green Mountain Unified School District,,,,Cavendish Town Elementary School,12, ,,,15,11,17,13,14,,,,10,12, , ,,, ,, , ,, , , ,104
,,,,,,,,,,,Chester Andover Elementary School,53, ,,,41,45,26,36,28,,,,29,34, , ,,, ,, , ,, , , ,292
,,,,,,,,,,,Green Mountain Union High School, , ,,, , , , , ,,,, , ,54,49,,,51,,51,54,,59, , ,318
,,,,,,,Ludlow Mt Holly Unified Union School District,,,,Black River High School, , ,,, , , , , ,,,, , ,14,21,,,19,,18,29,,28, , ,129
,,,,,,,,,,,Ludlow Elementary School,18, ,,,13,12,12,13,10,,,,15,16, , ,,, ,, , ,, , , ,109
,,,,,,White River Valley SU,Rochester Stockbridge Unified School District,,,,Rochester School,15, ,,,13,11,7,14,11,,,,10,12, , ,,, ,, , ,, , , ,93
,,,,,,,,,,,Stockbridge Central School,10,3,,, ,6,9,1,6,,,,5,10, , ,,, ,, , ,, , , ,50
,,,,,,,Sharon,,,,Sharon Elementary School,32, ,,,24,12,20,20,21,,,,15,18, , ,,, ,, , ,, , , ,162
,,,,,,,White River Unified School District,,,,Bethel Elementary School,20, ,,,24,24,13,22,22,,,,28, , , ,,, ,, , ,, , , ,153
,,,,,,,,,,,South Royalton Elementary School,24, ,,,35,17,29,35,9,,,,33, , , ,,, ,, , ,, , , ,182
,,,,,,,,,,,White River Valley High School, , ,,, , , , , ,,,, , , , ,,,50,,47,43,,40, , ,180
,,,,,,,,,,,White River Valley Middle School, , ,,, , , , , ,,,, ,31,46,42,,, ,, , ,, , , ,119
,,,,,,Windsor Central SU,Barnard,,,,Barnard Central School,22, ,,,7,12,3,9,11,,,,12,6, , ,,, ,, , ,, , , ,82
,,,,,,,Windsor Central Modified Unified Union School District #76A,,,,Prosper Valley School,10, ,,,6,8,11,8,9,,,,12,13, , ,,, ,, , ,, , , ,77
,,,,,,,,,,,Reading Elementary School,16, ,,,5,5,6,5,5,,,,5,6, , ,,, ,, , ,, , , ,53
,,,,,,,,,,,Woodstock Elementary School,47, ,,,21,26,28,23,25,,,,27,36, , ,,, ,, , ,, , , ,233
,,,,,,,Windsor Central Modified Unified Union School District #76B,,,,Woodstock Union Middle/High School, , ,,, , , , , ,,,, , ,79,60,,,104,,98,88,,72, , ,501
,,,,,,Windsor Southeast SU,Hartland,,,,Hartland Elementary School, , ,,,29,15,37,34,36,,,,35,34,26,39,,, ,, , ,, , , ,285
,,,,,,,Weathersfield,,,,Weathersfield School, , ,,,28,23,17,30,25,,,,25,25,30,23,,, ,, , ,, , , ,226
,,,,,,,West Windsor,,,,Albert Bridge School (West Windsor), , ,,,7,10,5,5,8,,,,16,10, , ,,, ,, , ,, , , ,61
,,,,,,,Windsor,,,,Windsor School,22, ,,,44,35,25,38,26,,,,45,27,37,34,,,53,,69,56,,52, , ,563
,,,,,,,,,,,County Total,601,3,,,522,484,481,528,458,,,,561,546,489,432,,,512,,508,472,,428,7, ,"7,032"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Note: The enrollment for independent schools including Burr & Burton Academy, Lyndon Institute, St. Johnsbury Academy, and Thetford Academy do not appear in this report.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
