,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Shaftsbury,,,,Shaftsbury Elementary School,32, ,,,34,30,30,34,34,,,,42,36, , ,,, ,, , ,, , ,272
,,,,,,,Woodford,,,,Woodford Hollow School,2, ,,,4,5,3,4,1,,,,4,3, , ,,, ,, , ,, , ,26
,,,,,,Windham Southwest SU,Readsboro,,,,Readsboro Elementary School,9, ,,,4,4,6,3,5,,,,1,7,6,3,,, ,, , ,, , ,48
,,,,,,,Stamford,,,,Stamford Elementary School, , ,,,5,10,5,10,8,,,,16,5,10,5,,, ,, , ,, , ,74
,,,,,,,,,,,County Total,331, ,,,284,308,326,309,302,,,,341,311,318,351,,,286,,247,261,,279,2,"4,256"
,Caledonia County,,,,,Caledonia Central SU,Barnet,,,,Barnet Elementary School,29, ,,,18,16,31,20,22,,,,12,20,19,26,,, ,, , ,, , ,213
,,,,,,,Danville,,,,Danville School,25, ,,,19,29,18,30,19,,,,36,30,25,25,,,35,,24,21,,29,1,366
,,,,,,,Peacham,,,,Peacham Elementary School,9, ,,,3,5,5,8,5,,,,9,5, , ,,, ,, , ,, , ,49
,,,,,,,Walden,,,,Walden School,6, ,,,11,8,10,10,6,,,,11,9,11,10,,, ,, , ,, , ,92
,,,,,,Caledonia North SU,Burke,,,,Burke Town School,20, ,,,24,15,18,25,21,,,,22,27,16,22,,, ,, , ,, , ,210
,,,,,,,Lyndon,,,,Lyndon Town School,77, ,,,48,53,45,37,41,,,,46,48,27,50,,, ,, , ,, , ,472
,,,,,,,Millers Run USD #37,,,,Millers Run School USD #37,20, ,,,5,8,9,12,11,,,,9,13,13,10,,, ,, , ,, , ,110
,,,,,,,Newark,,,,Newark School, , ,,,4,11,7,5,10,,,,5,11,6,8,,, ,, , ,, , ,67
,,,,,,,Sutton,,,,Sutton School,4, ,,,7,10,13,16,8,,,,9,11,13,8,,, ,, , ,, , ,99
,,,,,,Essex Caledonia SU,Waterford,,,,Waterford Elementary School,17, ,,,15,11,13,11,11,,,,22,10,17,16,,, ,, , ,, , ,143
,,,,,,Orleans Southwest SU,Hardwick,,,,Hardwick Elementary School,32, ,,,30,36,40,31,40,,,,29,25, , ,,, ,, , ,, , ,263
,,,,,,,Hazen UHSD #26 (District),,,,Hazen UHSD #26 (School), , ,,, , , , , ,,,, , ,49,51,,,72,,54,62,,42, ,330
,,,,,,St Johnsbury SD,St Johnsbury,,,,St Johnsbury Schools,109, ,,,71,63,71,74,60,,,,66,77,80,71,,, ,, , ,, , ,742
,,,,,,,,,,,County Total,348, ,,,255,265,280,279,254,,,,276,286,276,297,,,107,,78,83,,71,1,"3,156"
,Chittenden County,,,,,Burlington SD,Burlington,,,,Burlington Senior High School, , ,,, , , , , ,,,, , , , ,,,269,,272,235,,275, ,"1,051"
,,,,,,,,,,,C P Smith School,13, ,,,43,42,50,50,35,,,,49, , , ,,, ,, , ,, , ,282
,,,,,,,,,,,Champlain School,298, ,,,61,57,65,37,55,,,,42, , , ,,, ,, , ,, , ,615
,,,,,,,,,,,Edmunds Elementary School, , ,,,62,44,50,60,66,,,,59, , , ,,, ,, , ,, , ,341
,,,,,,,,,,,Edmunds Middle School, , ,,, , , , , ,,,, ,140,146,121,,, ,, , ,, , ,407
,,,,,,,,,,,Integrated Arts Academy At HO Wheeler,28, ,,,44,44,45,37,43,,,,52, , , ,,, ,, , ,, , ,293
,,,,,,,,,,,J J Flynn School,28, ,,,63,45,55,65,57,,,,60, , , ,,, ,, , ,, , ,373
,,,,,,,,,,,Lyman C Hunt Middle School, , ,,, , , , , ,,,, ,127,134,122,,, ,, , ,, , ,383
,,,,,,,,,,,Sustainability Academy At Lawrence Barnes,28, ,,,34,34,33,27,32,,,,29, , , ,,, ,, , ,, , ,217
,,,,,,Chittenden Central SU,Essex Community Education Center UHSD #46 (District),,,,Essex Community Education Center UHSD #46 (School), , ,,, , , , , ,,,, , , , ,,,308,,302,301,,306,6,"1,223"
,,,,,,,Essex Junction ID,,,,Albert D Lawton School, , ,,, , , , , ,,,, ,122,114,111,,, ,, , ,, , ,347
,,,,,,,,,,,Hiawatha School,19, ,,,44,53,57,61, ,,,, , , , ,,, ,, , ,, , ,234
,,,,,,,,,,,Summit Street School,108, ,,,44,57,59,48, ,,,, , , , ,,, ,, , ,, , ,316
,,,,,,,,,,,Thomas Fleming School, , ,,, , , , ,110,,,,136, , , ,,, ,, , ,, , ,246
,,,,,,,Westford,,,,Westford Elementary School,31, ,,,16,24,18,18,18,,,,17,19,16,23,,, ,, , ,, , ,200
,,,,,,Chittenden East SU,Huntington,,,,Brewster Pierce School,36, ,,,20,19,21,30,21,,,, , , , ,,, ,, , ,, , ,147
,,,,,,,Mt Mansfield Modified USD #401A (District),,,,Jericho Elementary School,58, ,,,44,29,58,55,47,,,, , , , ,,, ,, , ,, , ,291
,,,,,,,,,,,Richmond Elementary School,73, ,,,33,51,46,48,50,,,, , , , ,,, ,, , ,, , ,301
,,,,,,,,,,,Smilie Memorial School (Bolton),24, ,,,21,15,8,11,12,,,, , , , ,,, ,, , ,, , ,91
,,,,,,,,,,,Underhill Central School,30, ,,,19,16,19,23,26,,,, , , , ,,, ,, , ,, , ,133
,,,,,,,,,,,Underhill ID School,30, ,,,15,22,17,21,16,,,, , , , ,,, ,, , ,, , ,121
,,,,,,,Mt Mansfield Modified USD #401B (District),,,,Browns River Middle USD #17, , ,,, , , , , ,,,,110,103,99,99,,, ,, , ,, , ,411
,,,,,,,,,,,Camels Hump Middle USD #17, , ,,, , , , , ,,,,74,85,95,88,,, ,, , ,, , ,342
,,,,,,,,,,,Mt Mansfield USD #17 (School), , ,,, , , , , ,,,, , , , ,,,220,,190,207,,173, ,790
,,,,,,Chittenden South SU,Champlain Valley UHSD #15 (District),,,,Champlain Valley UHSD #15 (School), , ,,, , , , , ,,,, , , , ,,,293,,298,309,,309,1,"1,210"
,,,,,,,Charlotte,,,,Charlotte Central School,56, ,,,27,35,35,40,47,,,,37,49,49,48,,, ,, , ,, , ,423
,,,,,,,Hinesburg,,,,Hinesburg Community School,85, ,,,55,48,69,52,61,,,,64,47,53,50,,, ,, , ,, , ,584
,,,,,,,Shelburne,,,,Shelburne Community School,119, ,,,84,72,94,83,88,,,,89,76,79,92,,, ,, , ,, , ,876
,,,,,,,Williston,,,,Williston Schools,149, ,,,104,97,94,112,113,,,,111,101,138,124,,, ,, , ,, , ,"1,143"
,,,,,,Colchester SD,Colchester,,,,Colchester High School, , ,,, , , , , ,,,, , , , ,,,174,,169,202,,186,13,744
,,,,,,,,,,,Colchester Middle School, , ,,, , , , , ,,,, ,146,151,127,,, ,, , ,, , ,424
,,,,,,,,,,,Malletts Bay School,200, ,,, , , ,173,150,,,,154, , , ,,, ,, , ,, , ,677
,,,,,,,,,,,Porters Point School, , ,,,87,70,96, , ,,,, , , , ,,, ,, , ,, , ,253
,,,,,,,,,,,Union Memorial School, , ,,,81,87,82, , ,,,, , , , ,,, ,, , ,, , ,250
,,,,,,Essex Town SD,Essex Town,,,,Essex Elementary School,156, ,,,134,128,128, , ,,,, , , , ,,, ,, , ,, , ,546
,,,,,,,,,,,Essex Middle School, , ,,, , , , , ,,,, ,128,153,126,,, ,, , ,, , ,407
,,,,,,,,,,,Founders Memorial School, , ,,, , , ,147,121,,,,139, , , ,,, ,, , ,, , ,407
,,,,,,Milton SD,Milton ID,,,,Milton Elementary School,142, ,,,98,110,109,111,125,,,,117, , , ,,, ,, , ,, , ,812
,,,,,,,,,,,Milton Middle School, , ,,, , , , , ,,,, ,112,117,107,,, ,, , ,, , ,336
,,,,,,,,,,,Milton Senior High School, , ,,, , , , , ,,,, , , , ,,,130,,125,123,,114, ,492
,,,,,,South Burlington SD,South Burlington,,,,Chamberlin School,273, ,,,43,29,32,41,31,,,,47, , , ,,, ,, , ,, , ,496
,,,,,,,,,,,Frederick H Tuttle Middle School, , ,,, , , , , ,,,, ,172,159,185,,, ,, , ,, , ,516
,,,,,,,,,,,Orchard School, , ,,,55,64,47,71,58,,,,54, , , ,,, ,, , ,, , ,349
,,,,,,,,,,,Rick Marcotte Central School, , ,,,47,60,62,52,76,,,,58, , , ,,, ,, , ,, , ,355
,,,,,,,,,,,South Burlington High School, , ,,, , , , , ,,,, , , , ,,,205,,249,218,,209, ,881
,,,,,,Winooski SD,Winooski ID,,,,J F Kennedy Elementary School,112, ,,,48,63,65,63,60,,,,52, , , ,,, ,, , ,, , ,463
,,,,,,,,,,,Winooski High School, , ,,, , , , , ,,,, , , , ,,,64,,64,69,,31,5,233
,,,,,,,,,,,Winooski Middle School, , ,,, , , , , ,,,, ,51,56,52,,, ,, , ,, , ,159
,,,,,,,,,,,County Total,"2,096", ,,,"1,426","1,415","1,514","1,536","1,518",,,,"1,550","1,478","1,559","1,475",,,"1,663",,"1,669","1,664",,"1,603",25,"22,191"
,Essex County,,,,,Essex Caledonia SU,Concord,,,,Concord School,18, ,,,13,6,14,19,17,,,,14,13,13,19,,, ,, , ,, , ,146
,,,,,,,Guildhall,,,,Guildhall Elementary School, , ,,,1,3,3,3,5,,,,5, , , ,,, ,, , ,, , ,20
,,,,,,,Lunenburg,,,,Lunenburg Schools,20, ,,,11,17,13,12,15,,,,15,11,13,7,,, ,, , ,, , ,134
,,,,,,Essex North SU,Canaan,,,,Canaan Schools,12, ,,,13,10,9,9,8,,,,12,12,10,18,,,22,,23,14,,23, ,195
,,,,,,North Country SU,Brighton,,,,Brighton Elementary School,13, ,,,18,11,13,5,7,,,,4,4,9,9,,, ,, , ,, , ,93
,,,,,,,,,,,County Total,63, ,,,56,47,52,48,52,,,,50,40,45,53,,,22,,23,14,,23, ,588
,Franklin County,,,,,Franklin Central SU,Bellows Free Academy UHSD #48,,,,Bellows Free Academy (St Albans), , ,,, , , , , ,,,, , , , ,,,217,,237,252,,229, ,935
,,,,,,,Fairfield,,,,Fairfield Center School,32, ,,,33,23,27,20,18,,,,23,18,20,23,,, ,, , ,, , ,237
,,,,,,,St Albans City,,,,St Albans City School,112, ,,,67,76,95,82,69,,,,75,72,66,67,,, ,, , ,, , ,781
,,,,,,,St Albans Town,,,,St Albans Town Education Center,86, ,,,69,82,76,86,74,,,,84,65,69,93,,, ,, , ,, , ,784
,,,,,,Franklin Northeast SU,Bakersfield,,,,Bakersfield School,24, ,,,19,8,14,15,8,,,,18,15,15,18,,, ,, , ,, , ,154
,,,,,,,Berkshire,,,,Berkshire Elementary School,23, ,,,22,17,17,21,18,,,,30,35,20,21,,, ,, , ,, , ,224
,,,,,,,Enosburgh,,,,Enosburg Falls Elementary School,53, ,,,37,26,39,35,29,,,,25, , , ,,, ,, , ,, , ,244
,,,,,,,,,,,Enosburg Falls Junior/Senior High School, , ,,, , , , , ,,,, ,42,42,48,,,78,,96,76,,76, ,458
,,,,,,,Montgomery,,,,Montgomery Center School,19, ,,,15,15,13,18,13,,,,14,14,7,18,,, ,, , ,, , ,146
,,,,,,,Richford,,,,Richford Elementary School,30, ,,,28,20,23,27,33,,,,33,34, , ,,, ,, , ,, , ,228
,,,,,,,,,,,Richford Junior/Senior High School, , ,,, , , , , ,,,, , ,22,30,,,44,,31,32,,31, ,190
,,,,,,Franklin Northwest SU,Franklin,,,,Franklin Central School,23,18,,, ,14,20,18,12,,,,18,19, , ,,, ,, , ,, , ,142
,,,,,,,Highgate,,,,Highgate Schools,58, ,,,40,43,50,37,44,,,,41,40, , ,,, ,, , ,, , ,353
,,,,,,,Missisquoi Valley UHSD #7 (District),,,,Missisquoi Valley UHSD #7 (School), , ,,, , , , , ,,,, , ,133,118,,,162,,127,139,,126, ,805
,,,,,,,Sheldon,,,,Sheldon Elementary School,41, ,,,26,34,30,36,29,,,,29,32,21,25,,, ,, , ,, , ,303
,,,,,,,Swanton,,,,Swanton Schools,74, ,,,80,62,63,65,64,,,,75,77, , ,,, ,, , ,, , ,560
,,,,,,Franklin West SU,Fairfax,,,,Bellows Free Academy (Fairfax),45, ,,,61,58,59,54,61,,,,52,63,68,65,,, ,, , ,, , ,586
,,,,,,,,,,,Bellows Free Academy High School (Fairfax), , ,,, , , , , ,,,, , , , ,,,77,,78,81,,78, ,314
,,,,,,,Fletcher,,,,Fletcher Elementary School,28, ,,,14,14,8,26,20,,,,19,16, , ,,, ,, , ,, , ,145
,,,,,,,Georgia,,,,Georgia Elementary/Middle School,67, ,,,68,73,59,58,63,,,,70,66,53,65,,, ,, , ,, , ,642
,,,,,,,,,,,County Total,715,18,,,579,565,593,598,555,,,,606,608,536,591,,,578,,569,580,,540, ,"8,231"
,Grafton (NH) County,,,,,Rivendell Interstate School District,Rivendell Interstate School District,,,,Rivendell Academy, , ,,, , , , , ,,,, , ,24,35,,,35,,43,29,,33,1,200
,,,,,,,,,,,County Total, , ,,, , , , , ,,,, , ,24,35,,,35,,43,29,,33,1,200
,Grand Isle County,,,,,Grand Isle SU,Alburgh,,,,Alburgh Community Education Center,16, ,,,26,17,19,20,19,,,,25,23,18,14,,, ,, , ,, , ,197
,,,,,,,Grand Isle,,,,Grand Isle Elementary School,21, ,,,17,23,13,12,23,,,,20,21,25,16,,, ,, , ,, , ,191
,,,,,,,Isle Lamotte,,,,Isle La Motte Elementary School,7, ,,,3,7,4,5,2,,,,5,1, , ,,, ,, , ,, , ,34
,,,,,,,North Hero,,,,North Hero Elementary School,15, ,,,8,7,9,9,7,,,,3,10, , ,,, ,, , ,, , ,68
,,,,,,,South Hero,,,,Folsom Education and Community Center,16, ,,,14,19,16,15,12,,,,16,9,13,18,,, ,, , ,, , ,148
,,,,,,,,,,,County Total,75, ,,,68,73,61,61,63,,,,69,64,56,48,,, ,, , ,, , ,638
,Lamoille County,,,,,Lamoille North SU,Cambridge,,,,Cambridge Elementary School,43, ,,,42,47,45,47,46,,,,44,46, , ,,, ,, , ,, , ,360
,,,,,,,Eden,,,,Eden Central School,21, ,,,16,17,21,20,11,,,,16,11, , ,,, ,, , ,, , ,133
,,,,,,,Hyde Park,,,,Hyde Park Elementary School,31, ,,,24,30,38,31,31,,,,28,28, , ,,, ,, , ,, , ,241
,,,,,,,Johnson,,,,Johnson Elementary School,24, ,,,30,34,39,30,32,,,,24,36, , ,,, ,, , ,, , ,249
,,,,,,,Lamoille UHSD #18 (District),,,,Lamoille UHSD #18 (School), , ,,, , , , , ,,,, , , , ,,,148,,125,121,,142,1,537
,,,,,,,,,,,Lamoille Union Middle School #18, , ,,, , , , , ,,,, , ,113,108,,, ,, , ,, , ,221
,,,,,,,Waterville,,,,Waterville Elementary School,16, ,,,12,9,11,12,12,,,,10,11, , ,,, ,, , ,, , ,93
,,,,,,Lamoille South SU,Elmore,,,,Lake Elmore School, , ,,, ,8,6,5, ,,,, , , , ,,, ,, , ,, , ,19
,,,,,,,Morristown,,,,Morristown Elementary Schools,83, ,,,66,57,53,50,50,,,, , , , ,,, ,, , ,, , ,359
,,,,,,,,,,,Peoples Academy, , ,,, , , , , ,,,, , , , ,,,73,,65,60,,49, ,247
,,,,,,,,,,,Peoples Academy Middle School, , ,,, , , , , ,,,,85,53,74,75,,, ,, , ,, , ,287
,,,,,,,Stowe,,,,Stowe Elementary School,56, ,,,61,49,60,63,46,,,,67, , , ,,, ,, , ,, , ,402
,,,,,,,,,,,Stowe Middle/High School, , ,,, , , , , ,,,, ,52,59,66,,,63,,62,61,,50, ,413
,,,,,,Orleans Southwest SU,Wolcott,,,,Wolcott Elementary School,18, ,,,16,15,23,23,14,,,,18,19, , ,,, ,, , ,, , ,146
,,,,,,,,,,,County Total,292, ,,,267,266,296,281,242,,,,292,256,246,249,,,284,,252,242,,241,1,"3,707"
,Orange County,,,,,Blue Mountain SD,Blue Mountain USD #21 (District),,,,Blue Mountain USD #21 (School),35, ,,,23,36,27,25,33,,,,34,35,25,27,,,22,,26,25,,25, ,398
,,,,,,Orange East SU,Bradford ID,,,,Bradford Elementary School,31, ,,,33,37,40,28,28,,,,28,34, , ,,, ,, , ,, , ,259
,,,,,,,Newbury,,,,Newbury Elementary School,14, ,,,19,23,18,23,16,,,,14,18, , ,,, ,, , ,, , ,145
,,,,,,,Oxbow UHSD #30 (District),,,,Oxbow UHSD #30 (School), , ,,, , , , , ,,,, , ,48,40,,,73,,61,53,,72, ,347
,,,,,,,Thetford,,,,Thetford Elementary School,23, ,,,22,34,16,35,29,,,,27,31, , ,,, ,, , ,, , ,217
,,,,,,,Waits River Valley USD #36 (District),,,,Waits River Valley USD #36 (School),21, ,,,27,26,25,33,27,,,,15,27,22,26,,, ,, , ,, , ,249
,,,,,,Orange North SU,Orange,,,,Orange Center School,10, ,,,6,11,20,10,15,,,,12,15,2,16,,, ,, , ,, , ,117
,,,,,,,Washington,,,,Washington Village School,12, ,,,10,7,5,11,7,,,,10,10,8,12,,, ,, , ,, , ,92
,,,,,,,Williamstown,,,,Williamstown Elementary School,33, ,,,24,34,28,37,37,,,,25, , , ,,, ,, , ,, , ,218
,,,,,,,,,,,Williamstown Middle/High School, , ,,, , , , , ,,,, ,35,41,44,,,58,,40,57,,40, ,315
,,,,,,Orange Southwest SU,Braintree,,,,Braintree School,4, ,,,12,5,21,8,11,,,,12,9, , ,,, ,, , ,, , ,82
,,,,,,,Brookfield,,,,Brookfield School,7,8,,, ,8,8,8,8,,,,5,7, , ,,, ,, , ,, , ,59
,,,,,,,Randolph,,,,Randolph Elementary School,19, ,,,35,39,48,45,32,,,,48,42, , ,,, ,, , ,, , ,308
,,,,,,,Randolph UHSD #2 (District),,,,Randolph UHSD #2 (School), , ,,, , , , , ,,,, , ,60,78,,,77,,75,62,,71,3,426
,,,,,,Orange Windsor SU,Chelsea,,,,Chelsea Elementary High School,19,18,,, ,8,20,11,8,,,,11,12,13,9,,,23,,10,17,,14, ,193
,,,,,,,Strafford,,,,Newton Elementary School,9, ,,,9,11,9,11,16,,,,12,18,15,16,,, ,, , ,, , ,126
,,,,,,,Tunbridge,,,,Tunbridge Central School,10, ,,,11,12,12,12,16,,,,15,15,13,5,,, ,, , ,, , ,121
,,,,,,Rivendell Interstate School District,Rivendell Interstate School District,,,,Samuel Morey Elementary School,21, ,,,22,21,22,18,20,,,,31,32, , ,,, ,, , ,, , ,187
,,,,,,,,,,,Westshire School,31, ,,,16,19,15,14,14,,,, , , , ,,, ,, , ,, , ,109
,,,,,,,,,,,County Total,299,26,,,269,331,334,329,317,,,,299,340,247,273,,,253,,212,214,,222,3,"3,968"
,Orleans County,,,,,North Country SU,Charleston,,,,Charleston Elementary School,19, ,,,8,9,12,14,7,,,,10,15,8,12,,, ,, , ,, , ,114
,,,,,,,Coventry,,,,Coventry Village School,17, ,,,15,11,10,18,13,,,,11,15,9,13,,, ,, , ,, , ,132
,,,,,,,Derby,,,,Derby Elementary School,73, ,,,62,50,60,53,58,,,,51,48, , ,,, ,, , ,, , ,455
,,,,,,,Holland,,,,Holland Elementary School,6, ,,,3,2,4,6,6,,,,4,5, , ,,, ,, , ,, , ,36
,,,,,,,Jay/Westfield Joint Elementary District,,,,Jay/Westfield Joint School,14, ,,,6,9,12,13,12,,,,8,19, , ,,, ,, , ,, , ,93
,,,,,,,Lowell,,,,Lowell Graded School,13, ,,,7,12,7,11,14,,,,10,11,16,13,,, ,, , ,, , ,114
,,,,,,,Newport City,,,,Newport City Elementary Schools,57, ,,,47,44,38,43,46,,,,35,40, , ,,, ,, , ,, , ,350
,,,,,,,Newport Town,,,,Newport Town School,13, ,,,23,12,10,10,13,,,,16,10, , ,,, ,, , ,, , ,107
,,,,,,,North Country Junior UHSD #22 (District),,,,North Country Junior UHSD #22 (School), , ,,, , , , , ,,,, , ,144,137,,, ,, , ,, , ,281
,,,,,,,North Country Senior UHSD #22 (District),,,,North Country Senior UHSD #22 (School), , ,,, , , , , ,,,, , , , ,,,177,,187,182,,178, ,724
,,,,,,,Troy,,,,Troy School,11, ,,,24,15,18,16,23,,,,17,19,17,13,,, ,, , ,, , ,173
,,,,,,Orleans Central SU,Albany,,,,Albany Community School,9, ,,,12,11,8,13,8,,,,6,8,6,12,,, ,, , ,, , ,93
,,,,,,,Barton ID,,,,Barton Graded School,30, ,,,21,13,15,13,17,,,,13,12,20,18,,, ,, , ,, , ,172
,,,,,,,Brownington,,,,Brownington Central School,9, ,,,10,10,14,15,12,,,,14,5,15,8,,, ,, , ,, , ,112
,,,,,,,Glover,,,,Glover Community School,16, ,,,8,9,15,13,14,,,,17,10,13,13,,, ,, , ,, , ,128
,,,,,,,Irasburg,,,,Irasburg Village School,16, ,,,18,10,14,13,14,,,,20,15,8,16,,, ,, , ,, , ,144
,,,,,,,Lake Region UHSD #24 (District),,,,Lake Region UHSD #24 (School), , ,,, , , , , ,,,, , , , ,,,105,,96,87,,71, ,359
,,,,,,,Orleans ID,,,,Orleans Elementary School,19, ,,,11,20,10,14,13,,,,10,11,8,9,,, ,, , ,, , ,125
,,,,,,Orleans Southwest SU,Craftsbury,,,,Craftsbury Schools,14, ,,,10,8,9,11,9,,,,9,9,17,15,,,17,,16,21,,25, ,190
