Fiscal Year,SUID,SUName,ORGID,OrgName,Enrollment,Concat,K12FTE,TotStaffFTE,VCFlag
2016-2017,SU021,Franklin Northwest SU,PS295,Swanton Schools,490,PS2952017,40.9,105.87,0
2016-2017,SU021,Franklin Northwest SU,SU021,Franklin Northwest SU,0,SU0212017,43.55,94.41,0
2016-2017,SU022,Franklin West SU,PS027,Bellows Free Academy (Fairfax),558,PS0272017,40.2,89.4,0
2016-2017,SU022,Franklin West SU,PS110,Fletcher Elementary School,106,PS1102017,10.1,20.9,0
2016-2017,SU022,Franklin West SU,PS117,Georgia Elem/Middle School,553,PS1172017,49.8,98.7,0
2016-2017,SU022,Franklin West SU,PS405,Bellows Free Academy HS(Fairfax),281,PS4052017,23.3,40.2,0
2016-2017,SU022,Franklin West SU,SU022,Franklin West SU,0,SU0222017,20.4,49.8,0
2016-2017,SU023,Franklin Central SU,PS105,Fairfield Center School,196,PS1052017,18.3,38.3,0
2016-2017,SU023,Franklin Central SU,PS288,St Albans City School,674,PS2882017,51,129.72,0
2016-2017,SU023,Franklin Central SU,PS289,St Albans Town Educ Center,684,PS2892017,55,113.1,0
2016-2017,SU023,Franklin Central SU,PS406,Bellows Free Academy (St Albans),897,PS4062017,82.2,173.01,0
2016-2017,SU023,Franklin Central SU,SU023,Franklin Central SU,0,SU0232017,46.9,96.74,0
2016-2017,SU024,Grand Isle SU,PS010,Alburgh Community Ed Center,176,PS0102017,18,38,0
2016-2017,SU024,Grand Isle SU,PS112,Folsom Ed And Community Ctr,135,PS1122017,12.6,26.71,0
2016-2017,SU024,Grand Isle SU,PS122,Grand Isle School,182,PS1222017,17,33.31,0
2016-2017,SU024,Grand Isle SU,PS148,Isle La Motte Elem School,28,PS1482017,3.8,6.3,0
2016-2017,SU024,Grand Isle SU,PS209,North Hero School,45,PS2092017,5.19,9.28,0
2016-2017,SU024,Grand Isle SU,SU024,Grand Isle SU,0,SU0242017,11.5,26.67,0
2016-2017,SU025,Lamoille North SU,PS057,Cambridge Elementary School,308,PS0572017,28.5,58.2,0
2016-2017,SU025,Lamoille North SU,PS093,Eden Central School,110,PS0932017,11,33.8,0
2016-2017,SU025,Lamoille North SU,PS145,Hyde Park Elementary School,213,PS1452017,20.5,51.9,0
2016-2017,SU025,Lamoille North SU,PS153,Johnson Elementary School,216,PS1532017,17.2,54.8,0
2016-2017,SU025,Lamoille North SU,PS158,Lamoille UHS #18,478,PS1582017,58.6,119,0
2016-2017,SU025,Lamoille North SU,PS325,Waterville Elementary School,77,PS3252017,7.3,19.1,0
2016-2017,SU025,Lamoille North SU,PS404,Lamoille Union Middle School #18,251,PS4042017,22.6,38.1,0
2016-2017,SU025,Lamoille North SU,SU025,Lamoille North SU,0,SU0252017,25,69.8,0
2016-2017,SU026,Lamoille South SU,PS156,Elmore School,17,PS1562017,1,2.23,0
2016-2017,SU026,Lamoille South SU,PS194,Morristown Elem Schools,276,PS1942017,27.6,56.67,0
2016-2017,SU026,Lamoille South SU,PS224,Peoples Academy,264,PS2242017,23.16,49.01,0
2016-2017,SU026,Lamoille South SU,PS286,Stowe Elementary School,331,PS2862017,25.95,49.95,0
2016-2017,SU026,Lamoille South SU,PS287,Stowe Middle/High School,445,PS2872017,38.15,72.95,0
2016-2017,SU026,Lamoille South SU,PS394,Peoples Academy Middle School,259,PS3942017,23.51,47.2,0
2016-2017,SU026,Lamoille South SU,SU026,Lamoille South SU,0,SU0262017,1,24.3,0
2016-2017,SU027,Orange East SU,PS037,Bradford Elementary School,226,PS0372017,21.6,50.84,0
2016-2017,SU027,Orange East SU,PS202,Newbury Elementary School,144,PS2022017,12.3,36.2,0
2016-2017,SU027,Orange East SU,PS220,Oxbow UHS #30,337,PS2202017,41.76,88.12,0
2016-2017,SU027,Orange East SU,PS298,Thetford Elementary School,191,PS2982017,20.9,47.97,0
2016-2017,SU027,Orange East SU,PS310,Waits River Valley US #36,232,PS3102017,26,49,0
2016-2017,SU027,Orange East SU,SU027,Orange East SU,0,SU0272017,11.67,27.06,0
2016-2017,SU028,Orange Southwest SU,PS038,Braintree School,78,PS0382017,6.5,8.8,0
2016-2017,SU028,Orange Southwest SU,PS047,Brookfield Elementary School,69,PS0472017,5,6.75,0
2016-2017,SU028,Orange Southwest SU,PS237,Randolph UHS #2,386,PS2372017,46.7,64.05,0
2016-2017,SU028,Orange Southwest SU,PS359,Randolph Elementary School,284,PS3592017,21.2,30.5,0
2016-2017,SU028,Orange Southwest SU,SU028,Orange Southwest SU,0,SU0282017,15.5,80.04,0
2016-2017,SU029,Orange North SU,PS215,Orange Center School,97,PS2152017,9.1,12.9,0
2016-2017,SU029,Orange North SU,PS322,Washington Village School,80,PS3222017,6.9,10.9,0
2016-2017,SU029,Orange North SU,PS343,Williamstown Elem School,201,PS3432017,15.4,21.4,0
2016-2017,SU029,Orange North SU,PS344,Williamstown Middle/High School,288,PS3442017,23.3,35.8,0
2016-2017,SU029,Orange North SU,SU029,Orange North SU,0,SU0292017,9.6,56.9,0
2016-2017,SU030,Orange Windsor SU,PS034,Bethel Elementary School,135,PS0342017,25.25,43.42,0
2016-2017,SU030,Orange Windsor SU,PS069,Chelsea Elem High School,175,PS0692017,15.8,29.45,0
2016-2017,SU030,Orange Windsor SU,PS206,Newton School,113,PS2062017,10.2,17.26,0
2016-2017,SU030,Orange Windsor SU,PS247,Rochester School,117,PS2472017,14.5,26.03,0
2016-2017,SU030,Orange Windsor SU,PS263,Sharon Elementary School,120,PS2632017,9.1,19.8,0
2016-2017,SU030,Orange Windsor SU,PS274,So Royalton Elem/High School,355,PS2742017,29.36,52.71,0
2016-2017,SU030,Orange Windsor SU,PS285,Stockbridge Central School,41,PS2852017,5.27,9.97,0
2016-2017,SU030,Orange Windsor SU,PS303,Tunbridge Central School,114,PS3032017,8.6,16.21,0
2016-2017,SU030,Orange Windsor SU,PS338,Whitcomb Jr/Sr High School,111,PS3382017,11.75,22.39,0
2016-2017,SU030,Orange Windsor SU,SU030,White River Valley SU,0,SU0302017,0.8,69.49,0
2016-2017,SU031,North Country SU,PS044,Brighton Elementary School,88,PS0442017,9.8,24.06,0
2016-2017,SU031,North Country SU,PS067,Charleston Elem School,95,PS0672017,12.39,29.39,0
2016-2017,SU031,North Country SU,PS077,Coventry Village School,115,PS0772017,11.7,22.49,0
2016-2017,SU031,North Country SU,PS084,Derby Elementary School,360,PS0842017,31.42,73.42,0
2016-2017,SU031,North Country SU,PS144,Holland Elementary School,34,PS1442017,4.7,11.5,0
2016-2017,SU031,North Country SU,PS166,Lowell Graded School,92,PS1662017,11.64,25.68,0
2016-2017,SU031,North Country SU,PS204,Newport City Elem Schools,288,PS2042017,27.8,68.8,0
2016-2017,SU031,North Country SU,PS205,Newport Town School,104,PS2052017,10.8,30.84,0
2016-2017,SU031,North Country SU,PS208,North Country UHS #22A,711,PS2082017,73.1,149.56,0
2016-2017,SU031,North Country SU,PS302,Troy Elementary School,167,PS3022017,13.97,36.57,0
2016-2017,SU031,North Country SU,PS364,North Country Union Jr High #22B,259,PS3642017,25.5,59.18,0
2016-2017,SU031,North Country SU,PS374,Jay/Westfield Joint School,67,PS3742017,7,14.65,0
2016-2017,SU031,North Country SU,SU031,North Country SU,0,SU0312017,49.47,91.75,0
2016-2017,SU032,Washington Central SU,PS033,Berlin Elementary School,197,PS0332017,15.5,34.7,0
2016-2017,SU032,Washington Central SU,PS056,Calais Elementary School,113,PS0562017,10,22.84,0
2016-2017,SU032,Washington Central SU,PS091,East Montpelier Elem School,174,PS0912017,15.5,29.12,0
2016-2017,SU032,Washington Central SU,PS181,Rumney Memorial School (Middlesex),159,PS1812017,12.4,28.63,0
2016-2017,SU032,Washington Central SU,PS305,U32 UHS #32,746,PS3052017,64.6,130.84,0
2016-2017,SU032,Washington Central SU,PS357,Doty Memorial School,67,PS3572017,6.2,15.03,0
2016-2017,SU032,Washington Central SU,SU032,Washington Central SU,0,SU0322017,24.95,53.75,0
2016-2017,SU033,Rutland South SU,PS071,Clarendon Elementary School,147,PS0712017,16.8,28,0
2016-2017,SU033,Rutland South SU,PS183,Mill River US #40,437,PS1832017,37.44,64.25,0
2016-2017,SU033,Rutland South SU,PS269,Shrewsbury Mountain School,63,PS2692017,7.05,11.96,0
2016-2017,SU033,Rutland South SU,PS300,Tinmouth Elementary School,40,PS3002017,4.04,9.27,0
2016-2017,SU033,Rutland South SU,PS317,Wallingford Village School,130,PS3172017,10.19,21.09,0
2016-2017,SU033,Rutland South SU,SU033,Mill River Unified Union SUpervisory District,0,SU0332017,16,76.97,0
2016-2017,SU034,Orleans Central SU,PS007,Albany Community School,70,PS0072017,8.9,16.15,0
2016-2017,SU034,Orleans Central SU,PS022,Barton Graded School,136,PS0222017,15.2,26.5,0
2016-2017,SU034,Orleans Central SU,PS049,Brownington Central School,114,PS0492017,10.6,15.53,0
2016-2017,SU034,Orleans Central SU,PS118,Glover Community School,116,PS1182017,10.3,18.9,0
2016-2017,SU034,Orleans Central SU,PS147,Irasburg Village School,113,PS1472017,11.17,19.18,0
2016-2017,SU034,Orleans Central SU,PS157,Lake Region UHS #24,394,PS1572017,31.33,54.03,0
2016-2017,SU034,Orleans Central SU,PS217,Orleans Elementary School,96,PS2172017,10.4,16.63,0
2016-2017,SU034,Orleans Central SU,SU034,Orleans Central SU,0,SU0342017,22.45,92.51,0
2016-2017,SU035,Orleans Southwest SU,PS078,Craftsbury Schools,183,PS0782017,17.5,38,0
2016-2017,SU035,Orleans Southwest SU,PS126,Lakeview US #43,75,PS1262017,7.9,18.8,0
2016-2017,SU035,Orleans Southwest SU,PS131,Hardwick Elementary School,215,PS1312017,22.5,46.6,0
2016-2017,SU035,Orleans Southwest SU,PS139,Hazen UHS #26,329,PS1392017,38.1,75.1,0
2016-2017,SU035,Orleans Southwest SU,PS352,Wolcott Elementary School,137,PS3522017,13.2,31,0
2016-2017,SU035,Orleans Southwest SU,PS353,Woodbury Elementary School,50,PS3532017,5.1,11.6,0
2016-2017,SU035,Orleans Southwest SU,SU035,Orleans Southwest SU,0,SU0352017,13.5,36.7,0
2016-2017,SU036,Rutland Northeast SU,PS021,Barstow Memorial School,173,PS0212017,17.61,28.49,0
2016-2017,SU036,Rutland Northeast SU,PS160,Leicester Central School,46,PS1602017,5.77,8.68,0
2016-2017,SU036,Rutland Northeast SU,PS165,Lothrop School,196,PS1652017,17.8,28.47,0
2016-2017,SU036,Rutland Northeast SU,PS200,Neshobe School,335,PS2002017,26.6,43.93,0
2016-2017,SU036,Rutland Northeast SU,PS219,Otter Valley UHS #8,528,PS2192017,43.55,66.85,0
2016-2017,SU036,Rutland Northeast SU,PS290,Sudbury Country School,37,PS2902017,3,6.24,0
2016-2017,SU036,Rutland Northeast SU,PS340,Whiting Village School,28,PS3402017,4.4,6.89,0
2016-2017,SU036,Rutland Northeast SU,SU036,Rutland Northeast SU,0,SU0362017,30.15,140.28,0
2016-2017,SU037,Rutland Central SU,PS232,Proctor Elementary School,132,PS2322017,11,25.1,0
2016-2017,SU037,Rutland Central SU,PS233,Proctor Jr/Sr High School,121,PS2332017,13.3,26.1,0
2016-2017,SU037,Rutland Central SU,PS258,Rutland Town Elem School,326,PS2582017,26.2,45.7,0
2016-2017,SU037,Rutland Central SU,PS331,West Rutland School,313,PS3312017,31.1,54.1,0
2016-2017,SU037,Rutland Central SU,SU037,Rutland Central SU,0,SU0372017,18,39.5,0
2016-2017,SU038,Rutland Southwest SU,PS182,Middletown Springs Elem School,62,PS1822017,5.9,12.29,0
2016-2017,SU038,Rutland Southwest SU,PS229,Poultney Elementary School,189,PS2292017,16,32.67,0
2016-2017,SU038,Rutland Southwest SU,PS230,Poultney High School,187,PS2302017,20.5,39.5,0
2016-2017,SU038,Rutland Southwest SU,PS328,Wells Village School,77,PS3282017,8.02,19.9,0
2016-2017,SU038,Rutland Southwest SU,SU038,Rutland Southwest SU,0,SU0382017,9.5,26.95,0
2016-2017,SU040,Rutland City SD,PS253,Rutland High School,840,PS2532017,89.16,161.86,0
2016-2017,SU040,Rutland City SD,PS255,Northeast Primary School,183,PS2552017,21,43.17,0
2016-2017,SU040,Rutland City SD,PS256,Northwest Primary School,222,PS2562017,22.75,43.75,0
2016-2017,SU040,Rutland City SD,PS365,Rutland Middle School,305,PS3652017,26.37,43.62,0
2016-2017,SU040,Rutland City SD,PS382,Rutland Intermediate School,539,PS3822017,53.8,86.55,0
2016-2017,SU040,Rutland City SD,SU040,Rutland City SD,0,SU0402017,9,102.63,0
2016-2017,SU041,Washington Northeast SU,PS055,Cabot School,158,PS0552017,12.62,24.32,0
2016-2017,SU041,Washington Northeast SU,PS304,Twinfield US #33,341,PS3042017,36.1,62.54,0
2016-2017,SU041,Washington Northeast SU,SU041,Washington Northeast SU,0,SU0412017,7.5,32.66,0
2016-2017,SU042,Washington West SU,PS107,Fayston Elementary School,86,PS1072017,24.3,55.86,0
2016-2017,SU042,Washington West SU,PS138,Harwood UHS #19,493,PS1382017,45.57,86.07,0
2016-2017,SU042,Washington West SU,PS193,Moretown Elementary School,101,PS1932017,8.6,17.65,0
2016-2017,SU042,Washington West SU,PS315,Waitsfield Elem School,111,PS3152017,9.4,20.36,0
2016-2017,SU042,Washington West SU,PS320,Warren Elementary School,138,PS3202017,9.7,25.53,0
2016-2017,SU042,Washington West SU,PS390,Thatcher Brook Primary US #45,380,PS3902017,29,57.36,0
2016-2017,SU042,Washington West SU,PS391,Crossett Brook Middle US #45,277,PS3912017,32,65.06,0
2016-2017,SU042,Washington West SU,PS393,Harwood Union Middle UHS #19,151,PS3932017,14.28,23.58,0
2016-2017,SU042,Washington West SU,SU042,Washington West SU,0,SU0422017,25.75,53.65,0
2016-2017,SU043,Washington South SU,PS210,Northfield Elementary School,241,PS2102017,23.6,45.3,0
2016-2017,SU043,Washington South SU,PS211,Northfield Middle/High School,310,PS2112017,30.1,54.98,0
2016-2017,SU043,Washington South SU,PS250,Roxbury Village School,40,PS2502017,4.6,8.3,0
2016-2017,SU043,Washington South SU,SU043,Washington South SU,0,SU0432017,0,10.89,0
2016-2017,SU045,Montpelier SD,PS173,Main Street Middle School,299,PS1732017,27.35,48.78,0
2016-2017,SU045,Montpelier SD,PS191,Montpelier High School,308,PS1912017,30.35,65.25,0
2016-2017,SU045,Montpelier SD,PS308,Union Elementary School,410,PS3082017,36.4,70.33,0
2016-2017,SU045,Montpelier SD,SU045,Montpelier SD,0,SU0452017,1.5,19.3,0
2016-2017,SU046,Windham Central SU,PS086,Dover Elementary School,78,PS0862017,7.4,16.8,0
2016-2017,SU046,Windham Central SU,PS149,Jamaica Village School,47,PS1492017,6.1,13.22,0
2016-2017,SU046,Windham Central SU,PS161,Leland And Gray UHS #34,307,PS1612017,33.58,71.51,0
2016-2017,SU046,Windham Central SU,PS177,Marlboro Elementary School,81,PS1772017,9.1,17.32,0
2016-2017,SU046,Windham Central SU,PS301,Townshend Village School,60,PS3012017,6.5,19.9,0
2016-2017,SU046,Windham Central SU,PS319,Wardsboro Central School,48,PS3192017,5.8,11.5,0
2016-2017,SU046,Windham Central SU,PS347,Windham Elementary School,14,PS3472017,2.15,5.82,0
2016-2017,SU046,Windham Central SU,PS408,Newbrook Elementary School,120,PS4082017,11,24.28,0
2016-2017,SU046,Windham Central SU,SU046,Windham Central SU,0,SU0462017,1,18.08,0
2016-2017,SU047,Windham Northeast SU,PS024,Bellows Falls Middle School,258,PS0242017,18,30.5,0
2016-2017,SU047,Windham Northeast SU,PS025,Bellows Falls UHS #27,328,PS0252017,21.67,40.34,0
2016-2017,SU047,Windham Northeast SU,PS120,Athens/Grafton Joint Contract School,91,PS1202017,7.83,12.13,0
2016-2017,SU047,Windham Northeast SU,PS249,Central Elementary School,160,PS2492017,12.7,20.4,0
2016-2017,SU047,Windham Northeast SU,PS260,Saxtons River Elem School,99,PS2602017,7.8,15.9,0
2016-2017,SU047,Windham Northeast SU,PS334,Westminster Schools,190,PS3342017,15.6,30.5,0
2016-2017,SU047,Windham Northeast SU,SU047,Windham Northeast SU,0,SU0472017,40,164.19,0
2016-2017,SU048,Windham Southeast SU,PS001,Academy School,348,PS0012017,32,65.5,0
2016-2017,SU048,Windham Southeast SU,PS040,Brattleboro UHS #6,747,PS0402017,60,151,0
2016-2017,SU048,Windham Southeast SU,PS087,Dummerston Schools,149,PS0872017,13,28,0
2016-2017,SU048,Windham Southeast SU,PS128,Guilford Central School,94,PS1282017,12,27,0
2016-2017,SU048,Windham Southeast SU,PS234,Putney Central School,140,PS2342017,15,34,0
2016-2017,SU048,Windham Southeast SU,PS313,Vernon Elementary School,166,PS3132017,14,30,0
2016-2017,SU048,Windham Southeast SU,PS367,Bratt Area Middle School #6,318,PS3672017,28,48,0
2016-2017,SU048,Windham Southeast SU,PS383,Oak Grove School,114,PS3832017,13,26,0
2016-2017,SU048,Windham Southeast SU,PS385,Green Street School,227,PS3852017,23,43,0
2016-2017,SU048,Windham Southeast SU,SU048,Windham Southeast SU,0,SU0482017,56,112,0
2016-2017,SU049,Windham Southwest SU,PS083,Twin Valley Elem School,174,PS0832017,17.6,37.95,0
2016-2017,SU049,Windham Southwest SU,PS129,Halifax School,52,PS1292017,5.3,10,0
2016-2017,SU049,Windham Southwest SU,PS240,Readsboro Elementary School,43,PS2402017,5.8,11.1,0
2016-2017,SU049,Windham Southwest SU,PS284,Stamford Elementary School,72,PS2842017,6.4,11.8,0
2016-2017,SU049,Windham Southwest SU,PS411,Twin Valley Middle High School,229,PS4112017,24.7,49.85,0
2016-2017,SU049,Windham Southwest SU,SU049,Windham Southwest SU,0,SU0492017,11.5,40.1,0
2016-2017,SU051,Windsor Central SU,PS017,Barnard Academy,52,PS0172017,4.8,9.2,0
2016-2017,SU051,Windsor Central SU,PS239,Reading Elementary School,43,PS2392017,4.7,11.05,0
2016-2017,SU051,Windsor Central SU,PS267,Killington Elementary School,81,PS2672017,8.45,15.54,0
2016-2017,SU051,Windsor Central SU,PS355,Woodstock Elementary School,156,PS3552017,17,37.1,0
2016-2017,SU051,Windsor Central SU,PS356,Woodstock Sr UHS #4,320,PS3562017,31.6,75.5,0
2016-2017,SU051,Windsor Central SU,PS368,Woodstock Union Middle School,178,PS3682017,13.8,28.6,0
2016-2017,SU051,Windsor Central SU,PS409,The Prosper Valley School,81,PS4092017,8.75,13.08,0
2016-2017,SU051,Windsor Central SU,SU051,Windsor Central SU,0,SU0512017,12.99,27.42,0
2016-2017,SU052,Windsor Southeast SU,PS008,Albert Bridge School (W Wind),64,PS0082017,6,13,0
2016-2017,SU052,Windsor Southeast SU,PS137,Hartland Elementary School,310,PS1372017,25.05,44.75,0
2016-2017,SU052,Windsor Southeast SU,PS407,Weathersfield School,205,PS4072017,17.8,30.6,0
2016-2017,SU052,Windsor Southeast SU,PS410,Windsor School,553,PS4102017,45,71.5,0
2016-2017,SU052,Windsor Southeast SU,SU052,Windsor Southeast SU,0,SU0522017,18.6,77.4,0
2016-2017,SU054,Hartford SD,PS134,Hartford High School,467,PS1342017,67.37,112.32,0
2016-2017,SU054,Hartford SD,PS135,Hartford Mem Middle School,296,PS1352017,32.32,53.46,0
2016-2017,SU054,Hartford SD,PS339,White River School,190,PS3392017,20.62,45.86,0
2016-2017,SU054,Hartford SD,PS378,Dothan Brook School,224,PS3782017,21.65,45.58,0
2016-2017,SU054,Hartford SD,PS380,Ottauquechee School,193,PS3802017,19.95,39,0
2016-2017,SU054,Hartford SD,SU054,Hartford SD,0,SU0542017,18.7,64.01,0
2016-2017,SU055,Sau 70 ,PS176,Marion W Cross School,298,PS1762017,24.62,53.32,0
2016-2017,SU056,Springfield SD,PS245,Riverside Middle School,248,PS2452017,27,54.75,0
2016-2017,SU056,Springfield SD,PS277,Elm Hill School,266,PS2772017,23.5,52.5,0
2016-2017,SU056,Springfield SD,PS278,Springfield High School,425,PS2782017,32.4,76.15,0
2016-2017,SU056,Springfield SD,PS280,Union Street School,286,PS2802017,24.5,58.2,0
2016-2017,SU056,Springfield SD,SU056,Springfield SD,0,SU0562017,8,53.05,0
2016-2017,SU057,Blue Mountain SD,PS036,Blue Mountain US #21,373,PS0362017,41.32,87.72,0
2016-2017,SU059,Essex Town SD,PS099,Essex Elementary School,380,PS0992017,34.6,79.98,0
2016-2017,SU059,Essex Town SD,PS101,Essex Middle School,433,PS1012017,37.72,72.15,0
2016-2017,SU059,Essex Town SD,PS113,Founders Memorial School,414,PS1132017,7,46.07,0
2016-2017,SU059,Essex Town SD,SU059,Essex Town SD,0,SU0592017,3.44,25.43,0
2016-2017,SU060,Battenkill Valley SU,PS011,Arlington Memorial High School,205,PS0112017,19.2,29.9,0
2016-2017,SU060,Battenkill Valley SU,PS109,Fisher School,168,PS1092017,15.5,29.4,0
2016-2017,SU060,Battenkill Valley SU,SU060,Battenkill Valley SU,0,SU0602017,9,36.7,0
2016-2017,SU061,Barre SU,PS020,Barre Town Elementary School,746,PS0202017,53,117,0
2016-2017,SU061,Barre SU,PS276,Spaulding UHS #41,666,PS2762017,74,142,0
2016-2017,SU061,Barre SU,PS381,Barre City Elem/Middle School,781,PS3812017,69.75,142.52,0
2016-2017,SU061,Barre SU,SU061,Barre SU,0,SU0612017,59,116,0
2016-2017,SU063,Two Rivers SU,PS035,Black River US #39,150,PS0352017,16.85,30.55,0
2016-2017,SU063,Two Rivers SU,PS063,Cavendish Town Elem School,100,PS0632017,8,26.45,0
2016-2017,SU063,Two Rivers SU,PS070,Chester Andover US #29,196,PS0702017,16.1,46.35,0
2016-2017,SU063,Two Rivers SU,PS124,Green Mountain UHS #35,319,PS1242017,27.4,59,0
2016-2017,SU063,Two Rivers SU,PS167,Ludlow Elementary School,95,PS1672017,9.25,26.4,0
2016-2017,SU063,Two Rivers SU,PS198,Mt Holly School,81,PS1982017,8,13.6,0
2016-2017,SU063,Two Rivers SU,SU063,Two Rivers SU,0,SU0632017,23.7,60.3,0
2016-2017,SU064,Rivendell Interstate SD,U146,Rivendell Interstate School District,0,U1462017,0,0,0
2016-2017,SU064,Rivendell Interstate SD,PI004,Rivendell Academy,203,PI0042017,21.24,39.59,0
2016-2017,SU064,Rivendell Interstate SD,PS106,Samuel Morey Elementary School,161,PS1062017,14.71,30.59,0
2016-2017,SU064,Rivendell Interstate SD,PS399,Westshire School,80,PS3992017,8.27,28.17,0
2016-2017,SU064,Rivendell Interstate SD,SU064,Rivendell Interstate SD,0,SU0642017,0.2,11.15,0
2016-2017,TE001,Patricia Hannaford Career Ctr,VC001,Patricia Hannaford Career Ctr,0,VC0012017,16.76,34.26,0
2016-2017,TE002,SW VT Career Development Ctr,VC009,SW VT Career Development Ctr,0,VC0092017,14,30.5,0
2016-2017,TE003,River Valley Technical Center,VC016,River Valley Technical Center,0,VC0162017,15.15,27.15,0
